,Permit Number,Date,Status,Address,Permit Type,County,State
137,HSIPOP-015128-2019,2019-03-14,Complete,1310 OGLETHORPE AVE RALEIGH NC 276072721,Public Pool Permit,wake,NC
138,HSIPOP-008631-2018,2018-10-30,Complete,6032 BEALE LOOP RALEIGH 27616,Public Pool Permit,wake,NC
139,HSIPOP-006625-2018,2018-09-26,Void,5433 DEN HEIDER WAY RALEIGH NC 276069584,Public Pool Permit,wake,NC
140,F180217,2018-03-05,Complete,7740 MIDTOWN MARKET AVE RALEIGH NC 276168082,Public Pool Permit,wake,NC
141,HSIPOP-023273-2019,2019-08-07,Void,1112 SKY WAVE TRL RALEIGH 27603,Public Pool Permit,wake,NC
142,F180066,2018-01-23,Complete,4000 COLEWAY DR HOLLY SPRINGS NC 27540,Public Pool Permit,wake,NC
143,HSIPOP-012817-2019,2019-01-29,Complete,12051 RETAIL DR WAKE FOREST 27587,Public Pool Permit,wake,NC
144,F160267,2016-04-06,Complete,1020 LOWER SHILOH WAY MORRISVILLE NC 275605426,Public Pool Permit,wake,NC
145,F170982,2017-12-07,Complete,2300 BRISTOL CREEK DR MORRISVILLE NC 27560,Public Pool Permit,wake,NC
146,F170701,2017-08-29,Complete,1001 PARK COMMONS DR KNIGHTDALE NC 27545,Public Pool Permit,wake,NC
147,HSIPOP-038554-2020,2020-05-26,Issued,6114 CORPORATE RIDGE RD RALEIGH 27607,Public Pool Permit,wake,NC
148,HSIPOP-042496-2020,2020-07-28,On Hold,4800 WATERFORD POINT DR RALEIGH 27612,Public Pool Permit,wake,NC
149,HSIPOP-041375-2020,2020-07-10,Issued,530 BRIDLE RIDGE LN RALEIGH 27609,Public Pool Permit,wake,NC
150,HSIPOP-036006-2020,2020-04-06,Issued,0 THE LAKES DR RALEIGH 27609,Public Pool Permit,wake,NC
151,HSIPOP-009885-2018,2018-11-26,Complete,3180 HORTON RIDGE BLVD NEW HILL NC,Public Pool Permit,wake,NC
152,HSIPOP-007933-2018,2018-10-17,Complete,0 APEX BARBECUE RD APEX 27502,Public Pool Permit,wake,NC
153,HSIPOP-012788-2019,2019-01-29,Complete,600 CASTLEPOINTE DR FUQUAY VARINA NC 275263824,Public Pool Permit,wake,NC
154,HSIPOP-010002-2018,2018-11-27,Complete,500 ST ALBANS DR RALEIGH 27609,Public Pool Permit,wake,NC
155,HSIPOP-033525-2020,2020-02-20,Issued,275 CONVENTION DR CARY 27511,Public Pool Permit,wake,NC
156,HSIPOP-023648-2019,2019-08-13,Complete,109 GORGES PARK DR HOLLY SPRINGS 27540,Public Pool Permit,wake,NC
157,HSIPOP-045548-2020,2020-09-16,Issued,2321 GRANT AVE RALEIGH NC 276082056,Public Pool Permit,wake,NC
158,F150793,2015-10-28,Complete,02540 S BLUFFS VIEW DR RALEIGH NC 27610,Public Pool Permit,wake,NC
159,F130660,2013-10-22,Issued,00425 N BOYLAN ST RALEIGH NC 28134,Public Pool Permit,wake,NC
160,F140019,2014-01-13,In Review,08515 FALLS OF NEUSE RD RALEIGH NC 27615,Public Pool Permit,wake,NC
161,F140024,2014-01-13,In Review,08515 FALLS OF NEUSE RD RALEIGH NC 27615,Public Pool Permit,wake,NC
162,F120712,2012-12-13,Issued,01300 RIGGINS MILL RD CARY NC 27519,Public Pool Permit,wake,NC
163,HSIPOP-045531-2020,2020-09-16,In Review,501 E WHITAKER MILL RD RALEIGH 27608,Public Pool Permit,wake,NC
164,F160665,2016-09-15,Complete,02110 AVERSBORO RD GARNER NC 27529,Public Pool Permit,wake,NC
165,F160180,2016-03-06,Issued,06841 CREEKWATER DR RALEIGH NC 27616,Public Pool Permit,wake,NC
166,F160220,2016-03-20,Complete,00914 SHELLBROOK CT RALEIGH NC 27609,Public Pool Permit,wake,NC
167,F130003,2013-01-03,Issued,01305 HAUSER LAKE RD KNIGHTDALE NC 27540,Public Pool Permit,wake,NC
168,F170238,2017-03-16,Complete,03025 ALSTON MANOR ST CARY NC 27513,Public Pool Permit,wake,NC
169,F180304,2018-04-01,In Review,05070 NEW HOPE RD RALEIGH NC 99999,Public Pool Permit,wake,NC
170,F130587,2013-09-18,Complete,01013 JONES FRANKLIN RD RALEIGH NC 27606,Public Pool Permit,wake,NC
171,F150663,2015-08-31,Complete,03531 HORTON ST RALEIGH NC 27607,Public Pool Permit,wake,NC
172,F160092,2016-02-03,Complete,00108 PITTARD SEARS RD CARY NC 27713,Public Pool Permit,wake,NC
173,F120704,2012-12-12,Issued,01029 HARVEST POINT DR FUQUAY VARINA NC 99999,Public Pool Permit,wake,NC
174,F180367,2018-04-22,In Review,07406 CHAPEL HILL RD RALEIGH NC 27607,Public Pool Permit,wake,NC
175,HSIPOP-028458-2019,2019-10-21,Complete,208 LEDGESTONE WAY CARY 27519,Public Pool Permit,wake,NC
176,F150095,2015-02-10,Complete,00650 W NORTH ST RALEIGH NC 27616,Public Pool Permit,wake,NC
177,HSIPOP-029704-2019,2019-12-03,Issued,3000 DOMINION RIDGE CIR MORRISVILLE 27560,Public Pool Permit,wake,NC
178,F130184,2013-03-24,Issued,07416 ROBERTS RD CARY NC 99999,Public Pool Permit,wake,NC
179,HSIPOP-003722-2018,2018-08-01,Complete,215 BRIGHTMORE DR CARY 27518,Public Pool Permit,wake,NC
180,F180552,2018-06-21,Complete,215 BRIGHTMORE DR CARY NC 27518,Public Pool Permit,wake,NC
181,HSIPOP-042748-2020,2020-07-31,Issued,1505 WERRINGTON DR HOLLY SPRINGS 27540,Public Pool Permit,wake,NC
182,HSIPOP-032502-2020,2020-02-03,Issued,1000 SWEET ALMOND DR HOLLY SPRINGS NC 27540,Public Pool Permit,wake,NC
183,HSIPOP-055648-2021,2021-03-16,In Review,101 POE DR RALEIGH 27610,Public Pool Permit,wake,NC
184,HSIPOP-055166-2021,2021-03-08,Issued,11616 JAYMAN DR RALEIGH 27617,Public Pool Permit,wake,NC
185,HSIPOP-028293-2019,2019-11-05,Issued,516 N WEST ST RALEIGH 27603,Public Pool Permit,wake,NC
186,HSIPOP-057475-2021,2021-04-13,Withdrawn,3101 COMPATIBLE WAY RALEIGH 27603,Public Pool Permit,wake,NC
187,HSIPOP-056440-2021,2021-03-27,Withdrawn,0 WADE AVE RALEIGH 27607,Public Pool Permit,wake,NC
188,HSIPOP-010485-2018,2018-12-06,Issued,305 OBERLIN RD RALEIGH NC 276051607,Public Pool Permit,wake,NC
189,HSIPOP-052765-2021,2021-01-28,In Review,1901 N HARRISON AVE CARY 27513,Public Pool Permit,wake,NC
190,HSIPOP-053280-2021,2021-02-05,In Review,150 COLLINS CROSSING RD HOLLY SPRINGS NC 27540,Public Pool Permit,wake,NC
191,HSIPOP-016746-2019,2019-04-15,Issued,5701 HONEYCUTT RD HOLLY SPRINGS 27540,Public Pool Permit,wake,NC
192,HSIPOP-013153-2019,2019-02-05,Issued,1613 SWEETCLOVER DR WAKE FOREST 27587,Public Pool Permit,wake,NC
193,F150798,2015-11-01,Complete,01120 LEDSON LN CARY NC 27511,Public Pool Permit,wake,NC
194,F170676,2017-08-22,Complete,01301 MONTEREY BAY DR WAKE FOREST NC 27587,Public Pool Permit,wake,NC
195,HSIPOP-012888-2019,2019-01-30,Void,,Public Pool Permit,wake,NC
196,HSIPOP-018935-2019,2019-05-22,Void,,Public Pool Permit,wake,NC
197,HSIPOP-003291-2018,2018-07-25,Void,3908 RUSTIC MILL DR APEX 27539,Public Pool Permit,wake,NC
198,HSIPOP-013735-2019,2019-02-14,Approved,0 COMPETITION RD RALEIGH 27603,Public Pool Permit,wake,NC
199,F160732,2016-10-18,Issued,02599 EVANS RD MORRISVILLE NC 27650,Public Pool Permit,wake,NC
200,F160701,2016-10-03,Complete,00100 CAVERLY CT FUQUAY VARINA NC 27526,Public Pool Permit,wake,NC
201,HSIPOP-015799-2019,2019-03-27,Complete,0 FARMHOUSE DR APEX 27502,Public Pool Permit,wake,NC
202,F150785,2015-10-22,Complete,00141 PARK @ NORTH HILLS ST RALEIGH NC 27609,Public Pool Permit,wake,NC
203,F160880,2016-12-08,Complete,00400 GRAND HIGHCLERE WAY APEX NC 27523,Public Pool Permit,wake,NC
204,F130582,2013-09-17,In Review,02803 SLATER RALEIGH NC 27601,Public Pool Permit,wake,NC
205,F130256,2013-04-28,Issued,00000 UNK CARY NC 99999,Public Pool Permit,wake,NC
206,F140350,2014-06-02,Issued,00000 X X X NC,Public Pool Permit,wake,NC
207,F130658,2013-10-22,Complete,00000 NA RALEIGH NC 27607,Public Pool Permit,wake,NC
208,F140560,2014-08-14,Issued,00210 FRYAR'S FRONTIER TRL,Public Pool Permit,wake,NC
209,F150551,2015-07-22,Complete,09725 PENNY RD CARY NC 27512,Public Pool Permit,wake,NC
210,F140772,2014-11-13,Issued,00000 FOREST FERN RD FUQUAY VARINA NC 27529,Public Pool Permit,wake,NC
211,F130555,2013-09-05,Issued,00000 TREVISO & BRIARCLIFF APEX NC 27502,Public Pool Permit,wake,NC
212,F140351,2014-06-02,Complete,00000 X X RALEIGH NC,Public Pool Permit,wake,NC
213,HSIPOP-018712-2019,2019-05-17,Issued,7950 ACC BLVD RALEIGH 27617,Public Pool Permit,wake,NC
214,HSIPOP-016124-2019,2019-04-03,Void,1001 CARRINGTON PARK CIR MORRISVILLE 27560,Public Pool Permit,wake,NC
215,F170783,2017-09-21,Issued,2211 WALDEN CREEK DR APEX NC 275234830,Public Pool Permit,wake,NC
216,VOID -UPG-TEST HSIPOP-038084-2020,2020-05-16,Void,336 FAYETTEVILLE ST RALEIGH 27601,Public Pool Permit,wake,NC
217,HSIPOP-018884-2019,2019-05-21,Withdrawn,5904 O C HESTER RD HOLLY SPRINGS 27540,Public Pool Permit,wake,NC
218,HSIPOP-004959-2018,2018-08-23,On Hold,336 FAYETTEVILLE ST RALEIGH 27601,Public Pool Permit,wake,NC
219,F180167,2018-02-19,Complete,500 OAKS END DR APEX NC 27539,Public Pool Permit,wake,NC
220,HSIPOP-005252-2018,2018-08-30,Complete,4429 NC 55 HWY CARY NC 275199540,Public Pool Permit,wake,NC
221,HSIPOP-019979-2019,2019-05-19,Issued,10100 LUMLEY RD RALEIGH 27617,Public Pool Permit,wake,NC
222,HSIPOP-025115-2019,2019-09-10,Issued,5900 WHITTIER DR RALEIGH NC 276093760,Public Pool Permit,wake,NC
223,HSIPOP-033826-2020,2020-02-26,Application Incomplete,4429 NC 55 HWY CARY 27519,Public Pool Permit,wake,NC
224,HSIPOP-033979-2020,2020-02-27,Withdrawn,313 MARBELLA DR ROLESVILLE 27571,Public Pool Permit,wake,NC
225,HSIPOP-034432-2020,2020-03-06,Application Incomplete,5228 MILNER DR RALEIGH 27606,Public Pool Permit,wake,NC
226,HSIPOP-030635-2019,2019-12-26,Withdrawn,9805 ST STEPHAN CT RALEIGH 27615,Public Pool Permit,wake,NC
227,F170757,2017-09-14,Complete,133 W OWEN AVE WAKE FOREST NC 275872510,Public Pool Permit,wake,NC
228,HSIPOP-029865-2019,2019-12-05,In Review,200 W DAVIE ST RALEIGH NC 276011737,Public Pool Permit,wake,NC
229,F180398,2018-05-03,Approved,12804 NORWOOD RD RALEIGH NC 27613,Public Pool Permit,wake,NC
230,HSIPOP-017231-2019,2019-04-24,On Hold - Customer Action Required,6411 FARM GATE RD RALEIGH 27606,Public Pool Permit,wake,NC
231,F180136,2018-02-12,Complete,5510 HOMEWOOD BANKS DR RALEIGH NC 276128073,Public Pool Permit,wake,NC
232,F170637,2017-08-10,Complete,7620 INSPIRE DR RALEIGH NC 276178805,Public Pool Permit,wake,NC
233,F170737,2017-09-10,Complete,3451 ANTLER VIEW DR APEX NC 27502,Public Pool Permit,wake,NC
234,HSIPOP-016708-2019,2019-04-15,Void,4000 COLEWAY DR HOLLY SPRINGS 27540,Public Pool Permit,wake,NC
235,HSIPOP-035576-2020,2020-03-27,Complete,5701 HILLSBOROUGH ST RALEIGH 27606,Public Pool Permit,wake,NC
236,HSIPOP-018779-2019,2019-05-20,Complete,1101 CLUB EXCHANGE DR HOLLY SPRINGS NC 27540,Public Pool Permit,wake,NC
237,HSIPOP-026730-2019,2019-10-09,Complete,5860 MCCRIMMON PKWY MORRISVILLE 27560,Public Pool Permit,wake,NC
238,HSIPOP-028460-2019,2019-10-21,Complete,208 LEDGESTONE WAY CARY 27519,Public Pool Permit,wake,NC
239,F160822,2016-11-17,Complete,06911 CARPENTER FIRE STATION RD CARY NC 27519,Public Pool Permit,wake,NC
240,F160625,2016-08-29,Complete,04700 CREEDMOOR RD RALEIGH NC 27612,Public Pool Permit,wake,NC
241,F170340,2017-04-24,Complete,01420 YARDLEY DR WAKE FOREST NC 27587,Public Pool Permit,wake,NC
242,F180042,2018-01-10,In Review,00413 SUNNYBROOK RD RALEIGH NC 99999,Public Pool Permit,wake,NC
243,F150043,2015-01-22,Complete,01908 LAZIO LANE APEX NC 27502,Public Pool Permit,wake,NC
244,F170239,2017-03-16,Complete,03025 ALSTON MANOR ST CARY NC 27513,Public Pool Permit,wake,NC
245,F170176,2017-03-01,Complete,06612 FALLS OF NEUSE RD RALEIGH NC 27615,Public Pool Permit,wake,NC
246,F160734,2016-10-18,Issued,03305 FAIRHILL DR RALEIGH NC 27601,Public Pool Permit,wake,NC
247,F160052,2016-01-18,In Review,02600 GLENWOOD AVE RALEIGH NC 27608,Public Pool Permit,wake,NC
248,F170396,2017-05-21,Complete,01810 JAMES SLAUGHTER RD FUQUAY VARINA NC 27526,Public Pool Permit,wake,NC
249,F160418,2016-06-07,Issued,01532 BLACK SPRUCE WAY WILLOW SPRING NC,Public Pool Permit,wake,NC
250,F140440,2014-07-10,In Review,01500 APEX PEAKWAY APEX NC 27502,Public Pool Permit,wake,NC
251,F180324,2018-04-08,Complete,06900 SUNSET LAKE RD FUQUAY VARINA NC 27526,Public Pool Permit,wake,NC
252,F170187,2017-03-05,Complete,10630 BEDFORDTOWN DR RALEIGH NC 27614,Public Pool Permit,wake,NC
253,F140538,2014-08-10,In Review,08823 SIX FORKS RD RALEIGH NC 27615,Public Pool Permit,wake,NC
254,F140022,2014-01-13,In Review,08515 FALLS OF NEUSE RD RALEIGH NC 27615,Public Pool Permit,wake,NC
255,F140020,2014-01-13,In Review,08515 FALLS OF NEUSE RD RALEIGH NC 27615,Public Pool Permit,wake,NC
256,F130678,2013-11-03,Complete,04105 BLUE RIDGE RD RALEIGH NC 27612,Public Pool Permit,wake,NC
257,F140023,2014-01-13,In Review,08515 FALLS OF NEUSE RD RALEIGH NC 27615,Public Pool Permit,wake,NC
258,F170531,2017-07-05,Complete,00101 REDWOOD PARK DR MORRISVILLE NC 27560,Public Pool Permit,wake,NC
259,F170124,2017-02-12,Complete,03045 CARRINGTON MILL BLVD MORRISVILLE NC 27560,Public Pool Permit,wake,NC
260,F180245,2018-03-13,Issued,00430 ST ANDREWS LN CARY NC 27511,Public Pool Permit,wake,NC
261,F150109,2015-02-11,Complete,00301 GREENFIELD P GARNER NC 27529,Public Pool Permit,wake,NC
262,F150490,2015-06-30,Issued,01202 REDWOOD VALLEY LN KNIGTHDALE NC 27545,Public Pool Permit,wake,NC
263,F140282,2014-04-30,In Review,06498 RAY RD RALEIGH NC 27613,Public Pool Permit,wake,NC
264,HSIPOP-031705-2020,2020-01-20,Issued,216 W CABARRUS ST RALEIGH 27601,Public Pool Permit,wake,NC
265,HSIPOP-015978-2019,2015-11-23,Void,2421 LANDMARK DR RALEIGH NC 276073393,Public Pool Permit,wake,NC
266,HSIPOP-032891-2020,2020-02-10,Issued,5700 TRINITY RD RALEIGH 27607,Public Pool Permit,wake,NC
267,HSIPOP-043769-2020,2020-08-19,Issued,1048 COTTONSPRINGS DR WENDELL 27591,Public Pool Permit,wake,NC
268,HSIPOP-052526-2021,2021-01-25,Issued,1337 HOLT RD APEX 27523,Public Pool Permit,wake,NC
269,HSIPOP-050733-2020,2020-12-17,Issued,2815 CAPITAL BLVD RALEIGH 27604,Public Pool Permit,wake,NC
270,HSIPOP-058051-2021,2021-04-21,Withdrawn,,Public Pool Permit,wake,NC
271,HSIPOP-043790-2020,2020-08-19,Issued,336 FAYETTEVILLE ST RALEIGH 27601,Public Pool Permit,wake,NC
272,HSIPOP-044043-2020,2020-08-22,Issued,4533 OLD HOLLY SPRINGS APEX RD HOLLY SPRINGS 27540,Public Pool Permit,wake,NC
273,HSIPOP-007193-2018,2018-10-08,Issued,413 SUNNYBROOK RD RALEIGH 27610,Public Pool Permit,wake,NC
274,HSIPOP-057805-2021,2021-04-16,In Review,4527 VALLEY CREST LN FUQUAY VARINA NC,Public Pool Permit,wake,NC
275,HSIPOP-056292-2021,2021-03-25,In Review,,Public Pool Permit,wake,NC
276,HSIPOP-058423-2021,2021-04-26,Withdrawn,1055 HATCHES POND LN CARY 27519,Public Pool Permit,wake,NC
277,HSIPOP-038997-2020,2020-06-03,Issued,900 S MAIN ST FUQUAY VARINA 27526,Public Pool Permit,wake,NC
278,HSIPOP-008428-2018,2018-10-26,Issued,807 CAPE AVE RALEIGH 27601,Public Pool Permit,wake,NC
279,HSIPOP-057027-2021,2021-04-06,Issued,5149 MONETA LN APEX 27539,Public Pool Permit,wake,NC
280,F180407,2018-05-07,Complete,900 DOVERSIDE DR Unit: CH APEX NC 275236440,Public Pool Permit,wake,NC
281,HSIPOP-006559-2018,2018-09-26,Complete,0 COPPER BEECH LN WAKE FOREST 27587,Public Pool Permit,wake,NC
282,HSIPOP-021525-2019,2019-07-08,Void,5228 OXALIS DR RALEIGH 27613,Public Pool Permit,wake,NC
283,HSIPOP-036817-2020,2020-04-22,Void,3937 ROLESVILLE RD WENDELL 27591,Public Pool Permit,wake,NC
284,F130399,2013-07-02,Expired,00000 ALEXANDER DR X NC 99999,Public Pool Permit,wake,NC
285,HSIPOP-029561-2019,2019-11-27,Issued,,Public Pool Permit,wake,NC
286,F160731,2016-10-18,Complete,09001 LEESVILLE RD RALEIGH NC 27613,Public Pool Permit,wake,NC
287,F150145,2015-02-26,Complete,02100 HILLSBOROUGH ST RALEIGH NC 27613,Public Pool Permit,wake,NC
288,F150028,2015-01-20,Complete,08400 BIRCH FOREST LN VIRGINIA BEACH NC 23462,Public Pool Permit,wake,NC
289,F150030,2015-01-20,In Review,00000 AQUARIAN POOLS OF COLUMBI RALEIGH NC 27606,Public Pool Permit,wake,NC
290,F160256,2016-03-30,Issued,00000 UNKNOWN ST FUQUAY VARINA NC 27526,Public Pool Permit,wake,NC
291,F150594,2015-08-05,Complete,10030 SELLONA ST RALEIGH NC 27617,Public Pool Permit,wake,NC
292,F130574,2013-09-15,Issued,99999 NOT GIVEN STOCKBRIDGE NC 30281,Public Pool Permit,wake,NC
293,F140544,2014-08-11,In Review,06605 RICHARDSON RD WENDELL NC 27591,Public Pool Permit,wake,NC
294,F140468,2014-07-21,Issued,00000 GRIFFIN ST KNIGHTDALE NC 27605,Public Pool Permit,wake,NC
295,F140667,2014-09-22,In Review,00000 AVENT FERRY RD HOLLY SPRINGS NC 27520,Public Pool Permit,wake,NC
296,F140545,2014-08-11,In Review,00000 WAKE TOWN DR RALEIGH NC 27609,Public Pool Permit,wake,NC
297,F130202,2013-04-01,Issued,00000 NORTH BROAD RD FUQUAY VARINA NC 27526,Public Pool Permit,wake,NC
298,F120595,2012-10-15,Issued,00000 GREEN LEVEL CHURCH RD CARY NC 27519,Public Pool Permit,wake,NC
299,F130751,2013-12-08,Issued,00000 NA WAKE FOREST NC 27587,Public Pool Permit,wake,NC
300,F150324,2015-04-28,Complete,02451 ALUMNI DR RALEIGH NC 27606,Public Pool Permit,wake,NC
301,F160203,2016-03-08,Complete,00200 PARK @ NORTH HILLS ST RALEIGH NC 27609,Public Pool Permit,wake,NC
302,F160365,2016-05-17,Complete,00012 12 OAKS HOLLY SPRINGS NC 27516,Public Pool Permit,wake,NC
303,F140379,2014-06-16,Complete,03101 RISE DR CARY NC,Public Pool Permit,wake,NC
304,F160076,2016-01-28,Complete,02931 JORDAN BLVD APEX NC 27502,Public Pool Permit,wake,NC
305,F140484,2014-07-24,In Review,04321 LASSITER @ NORTH HILLS AVE GREENVILLE NC 29607,Public Pool Permit,wake,NC
306,F170492,2017-06-22,Complete,00500 SHADY SUMMIT WAY GARNER NC 27606,Public Pool Permit,wake,NC
307,F170768,2017-09-19,Issued,00000 X X RALEIGH NC 99999,Public Pool Permit,wake,NC
308,F130603,2013-09-24,Complete,00000 WALNUT ST CARY NC 27511,Public Pool Permit,wake,NC
309,HSIPOP-023184-2019,2019-08-06,Complete,2621 CATES AVE RALEIGH NC 27607,Public Pool Permit,wake,NC
310,F160673,2016-09-22,Issued,11825 WESTON PKWY CARY NC 27513,Public Pool Permit,wake,NC
311,F180354,2018-04-17,Complete,313 MATTHEWS DR HOLLY SPRINGS NC 275404300,Public Pool Permit,wake,NC
312,F171004,2017-12-14,Complete,1410 PROMISE BEACON CIR RALEIGH NC 27610,Public Pool Permit,wake,NC
313,F160589,2016-08-10,Complete,222 W HARGETT ST RALEIGH NC 276011316,Public Pool Permit,wake,NC
314,HSIPOP-019371-2019,2019-05-30,Void,1017 HAZELTON LN FUQUAY VARINA 27526,Public Pool Permit,wake,NC
315,HSIPOP-018710-2019,2019-05-17,Issued,7950 ACC BLVD RALEIGH 27617,Public Pool Permit,wake,NC
316,HSIPOP-013938-2019,2019-02-19,Withdrawn,6401 GLEN DEAN CT RALEIGH 27603,Public Pool Permit,wake,NC
317,HSIPOP-016800-2019,2019-04-16,Void,9921 HORIZON OVERLOOK DR RALEIGH 27617,Public Pool Permit,wake,NC
318,HSIPOP-034079-2020,2020-03-02,Withdrawn,516 N WEST ST RALEIGH 27603,Public Pool Permit,wake,NC
319,HSIPOP-023181-2019,2019-08-06,Complete,2621 CATES AVE RALEIGH NC 27607,Public Pool Permit,wake,NC
320,HSIPOP-002335-2018,2018-07-09,Void,1216 KALWORTH RD WAKE FOREST 27587,Public Pool Permit,wake,NC
321,HSIPOP-006368-2018,2018-09-21,On Hold,5817 CRICKET PITCH WAY MORRISVILLE 27560,Public Pool Permit,wake,NC
322,HSIPOP-035273-2020,2020-03-23,Issued,4000 GLENAIRE CIR CARY 27511,Public Pool Permit,wake,NC
323,HSIPOP-027452-2019,2019-10-22,Issued,3711 EXCHANGE GLENWOOD PL RALEIGH 27612,Public Pool Permit,wake,NC
324,F170759,2017-09-14,Complete,133 W OWEN AVE WAKE FOREST NC 275872510,Public Pool Permit,wake,NC
325,F170064,2017-01-26,Complete,401 FIRE OPAL LN HOLLY SPRINGS NC 275406451,Public Pool Permit,wake,NC
326,F130575,2013-09-15,Complete,00201 N HARRINGTON ST RALEIGH NC 99999,Public Pool Permit,wake,NC
327,F170315,2017-04-16,Complete,02980 KILDAIRE FARM RD CARY NC 27518,Public Pool Permit,wake,NC
328,F150223,2015-03-24,Complete,02500 GLENWOOD AVE RALEIGH NC 27608,Public Pool Permit,wake,NC
329,HSIPOP-032235-2020,2020-01-28,Complete,5721 HILLSBOROUGH ST RALEIGH 27606,Public Pool Permit,wake,NC
330,HSIPOP-042352-2020,2020-07-27,Issued,1100 MARCO DR APEX 27502,Public Pool Permit,wake,NC
331,F180336,2018-04-11,Complete,2849 SPRING SHADE RD APEX NC 275235806,Public Pool Permit,wake,NC
332,HSIPOP-007907-2018,2018-10-17,Complete,0 APEX BARBECUE RD APEX 27502,Public Pool Permit,wake,NC
333,HSIPOP-021855-2019,2019-07-15,Complete,9021 KITCHIN FARMS WAY WAKE FOREST NC 27587,Public Pool Permit,wake,NC
334,HSIPOP-022000-2019,2019-07-16,Complete,2015 WAVE CREST DR RALEIGH NC 276107705,Public Pool Permit,wake,NC
335,HSIPOP-027683-2019,2019-10-25,Issued,3931 MACAW ST RALEIGH 27617,Public Pool Permit,wake,NC
336,HSIPOP-009873-2018,2018-11-26,Issued,721 FLEMING LOOP RD FUQUAY VARINA NC 275267959,Public Pool Permit,wake,NC
337,HSIPOP-043688-2020,2020-08-18,In Review,12316 HAMPTON WAY DR WAKE FOREST 27587,Public Pool Permit,wake,NC
338,F180305,2018-04-01,Issued,09805 KOUPELA DR RALEIGH NC 27614,Public Pool Permit,wake,NC
339,F160421,2016-06-08,Complete,00420 TRAEBERT CIR KNIGHTDALE NC 27545,Public Pool Permit,wake,NC
340,F140669,2014-09-22,In Review,10728 STAR RD WAKE FOREST NC 27587,Public Pool Permit,wake,NC
341,F140107,2014-02-19,Issued,04110 WAKE HILLS LN RALEIGH NC 27616,Public Pool Permit,wake,NC
342,F160420,2016-06-08,Complete,08113 GREEN LEVEL CHURCH RD APEX NC 27523,Public Pool Permit,wake,NC
343,F170832,2017-10-10,Issued,02408 STONINGTON DR CARY NC 27523,Public Pool Permit,wake,NC
344,F150557,2015-07-23,Complete,00200 SIX FORKS RD E RALEIGH NC 27609,Public Pool Permit,wake,NC
345,F150700,2015-09-15,Complete,02404 JONES FRANKLIN RD RALEIGH NC 27606,Public Pool Permit,wake,NC
346,F130659,2013-10-22,Issued,00301 S WILMINGTON ST RALEIGH NC 27628,Public Pool Permit,wake,NC
347,F160743,2016-10-19,Complete,06911 CARPENTER FIRE STATION RD CARY NC 27519,Public Pool Permit,wake,NC
348,F160581,2016-08-08,Complete,02110 AVESBORO RD GARNER NC 27529,Public Pool Permit,wake,NC
349,F170532,2017-07-05,Complete,00101 REDWOOD PARK DR MORRISVILLE NC 27560,Public Pool Permit,wake,NC
350,F170114,2017-02-08,Issued,02600 GLENWOOD AVE RALEIGH NC 27606,Public Pool Permit,wake,NC
351,F170825,2017-10-08,In Review,00505 MARTIN LUTHER KING BLVD RALEIGH NC 27601,Public Pool Permit,wake,NC
352,F170223,2017-03-13,Issued,05149 NE MONETA LN APEX NC 27502,Public Pool Permit,wake,NC
353,F150414,2015-05-28,Issued,03333 REGENCY PKWY CARY NC 27518,Public Pool Permit,wake,NC
354,F130199,2013-03-31,Issued,04000 WEAVERS POND DR ZEBULON NC 27596,Public Pool Permit,wake,NC
355,F160135,2016-02-18,Complete,00416 N TAYLOR ST WAKE FOREST NC 27587,Public Pool Permit,wake,NC
356,F150253,2015-03-30,Issued,00101 MIDDLE PARK CIR HOLLY SPRINGS NC 27540,Public Pool Permit,wake,NC
357,F140236,2014-04-10,Issued,00308 S. BLOUNT ST RALEIGH NC 27601,Public Pool Permit,wake,NC
358,F170086,2017-02-01,Complete,06408 CAPITAL BLVD RALEIGH NC 27616,Public Pool Permit,wake,NC
359,F170115,2017-02-08,Issued,01125 HOLT RD APEX NC 27523,Public Pool Permit,wake,NC
360,F170317,2017-04-17,Issued,09216 BAILEYWICK RD RALEIGH NC 27615,Public Pool Permit,wake,NC
361,F170345,2017-04-28,Complete,02400 TERRMINI DR APEX NC,Public Pool Permit,wake,NC
362,HSIPOP-041995-2020,2020-07-21,In Review,4204 SIX FORKS RD RALEIGH 27609,Public Pool Permit,wake,NC
363,HSIPOP-013798-2019,2019-02-15,Issued,7000 REGENCY PKWY CARY 27518,Public Pool Permit,wake,NC
364,HSIPOP-024920-2019,2019-09-05,Issued,2520 DELANEY HILLS LN FUQUAY VARINA 27526,Public Pool Permit,wake,NC
365,HSIPOP-055459-2021,2021-03-12,Void,5860 MCCRIMMON PKWY MORRISVILLE 27560,Public Pool Permit,wake,NC
366,HSIPOP-027671-2019,2019-10-25,Issued,1055 HATCHES POND LN CARY NC 27519,Public Pool Permit,wake,NC
