"Date","Permit Number","Permit Type","Description","Status","Address",
"02/03/2021","20210203654","Res Pool Heat Pump","Install New pool heat pump.Owner responsible hiring electrical contractor.","Closed","61 KETTLE HARBOR DR, PLACIDA FL 33946",
"02/02/2021","20210203465","Res Pool Heat Pump","heat pump change out","Closed","169 FOUNTAIN ST, PORT CHARLOTTE FL 33953",
"02/02/2021","20210203438","Res Pool Heat Pump","customer provide heat pump","Closed","73 BROADMOOR LN, ROTONDA WEST FL 33947",
"02/02/2021","20210203436","Res Pool Heat Pump","customer provided heat pump","Closed","443 RIO VISTA AVE, PUNTA GORDA FL 33982",
"02/02/2021","20210203426","Res Pool Heat Pump","Install Pool Heat Pump","Closed","17180 LAVENDER AVE, PORT CHARLOTTE FL 33948",
"02/02/2021","20210203381","Res Pool Heat Pump","install new BR135xw heat pumpinstall electric for heat pump by NuSons Electric","Closed","35910 WASHINGTON LOOP RD, PUNTA GORDA FL 33982",
"02/01/2021","20210203256","Res Pool Heat Pump","INSTALLATION OF ELECTRIC SWIMMING POOL HEAT PUMP","Closed","21158 COACHMAN AVE, PORT CHARLOTTE FL 33952",
"02/01/2021","20210203239","Res Pool Heat Pump","REPLACE HEAT PUMP","Closed","338 MARACA ST, PUNTA GORDA FL 33983",
"02/01/2021","20210203174","Res Pool Heat Pump","Installation of pool heat pump","Closed","23 BROADMOOR LN, ROTONDA WEST FL 33947",
"01/29/2021","20210103076","Res Pool Heat Pump","INSTALLATION OF ELECTRIC SWIMMING POOL HEAT PUMP","Closed","7274 ALAN BLVD, PUNTA GORDA FL 33982",
"01/29/2021","20210103058","Res Pool Heat Pump","Install New pool heat pump.Electrical provided by owner hired contractor.","Closed","13 BUNKER CT, ROTONDA WEST FL 33947",
"01/29/2021","20210102985","Res Pool Heat Pump","INSTALL SWIMMING POOL HEAT PUMP","Closed","1197 WATERSIDE ST, PORT CHARLOTTE FL 33952",
"01/28/2021","20210102825","Res Pool Heat Pump","REPLACE HEAT PUMP TO SWIMMING POOL","Closed","26040 TATTERSALL LN, PUNTA GORDA FL 33983",
"01/28/2021","20210102801","Res Pool Heat Pump","Remove existing pool heater, and installed new in the same place.","Closed","21207 BIRWOOD AVE, PORT CHARLOTTE FL 33954",
"01/27/2021","20210102727","Res Pool Heat Pump","install new residential heat pump","Closed","7437 ESCONDIDO ST, ENGLEWOOD FL 34224",
"01/27/2021","20210102696","Res Pool Heat Pump","INSTALLATION OF ELECTRIC SWIMMING POOL HEAT PUMP","Closed","23344 PEACHLAND BLVD, PORT CHARLOTTE FL 33954",
"01/27/2021","20210102685","Res Pool Heat Pump","Pool Heat Pump","Closed","2305 BEACON DR, PORT CHARLOTTE FL 33952",
"01/27/2021","20210102666","Res Pool Heat Pump","INSTALLATION OF ELECTRIC SWIMMING POOL HEAT PUMP","Closed","40 BUNKER LN, ROTONDA WEST FL 33947",
"01/27/2021","20210102619","Res Pool Heat Pump","Install pool heat pump.","Closed","4139 CORN ST, PORT CHARLOTTE FL 33948",
"01/26/2021","20210102481","Res Pool Heat Pump","Swap of pool heat pump","Closed","26200 MADRAS CT, PUNTA GORDA FL 33983",
"01/25/2021","20210102355","Res Pool Heat Pump","REPLACE SWIMMING POOL HEAT PUMP","Closed","1481 BLUE LAKE CIR, PUNTA GORDA FL 33983",
"01/25/2021","20210102342","Res Pool Heat Pump","REPLACE RES POOL HEAT PUMP","Closed","4462 EWING CIR, PORT CHARLOTTE FL 33948",
"01/22/2021","20210102198","Res Pool Heat Pump","customer provided heat pump","Closed","23414 FITZPATRICK AVE, PORT CHARLOTTE FL 33980",
"01/22/2021","20210102162","Res Pool Heat Pump","Remove old pool heater and install new in the same place.","Closed","798 ROTONDA CIR, ROTONDA WEST FL 33947",
"01/22/2021","20210102089","Res Pool Heat Pump","customer provided heat pump","Closed","198 SAN CRISTOBAL AVE, PUNTA GORDA FL 33983",
"01/22/2021","20210102087","Res Pool Heat Pump","customer provided heat pump","Closed","21467 SHELDON AVE, PORT CHARLOTTE FL 33952",
"01/22/2021","20210102082","Res Pool Heat Pump","REPLACE HEAT PUMP IN SAME LOCATION OF OLD UNIT","Closed","3387 OSPREY LN, PORT CHARLOTTE FL 33953",
"01/20/2021","20210101886","Res Pool Heat Pump","Heat Pump","Closed","5440 RIVER BAY DR, PUNTA GORDA FL 33950",
"01/20/2021","20210101882","Res Pool Heat Pump","Heater","Closed","1326 AEGEAN CT, PUNTA GORDA FL 33983",
"01/20/2021","20210101881","Res Pool Heat Pump","Heat Pump","Closed","4407 MUNDELLA CIR, PORT CHARLOTTE FL 33948",
"01/20/2021","20210101844","Res Pool Heat Pump","INSTALLATION OF ELECTRIC SWIMMING POOL HEAT PUMP","Closed","5129 CHURCHILL RD, PORT CHARLOTTE FL 33981",
"01/20/2021","20210101789","Res Pool Heat Pump","replace pool heater","Closed","14375 ARTESIA AVE, PORT CHARLOTTE FL 33981",
"01/19/2021","20210101746","Res Pool Heat Pump","Customer provide heat pump","Closed","3045 ROCK CREEK DR, PORT CHARLOTTE FL 33948",
"01/19/2021","20210101741","Res Pool Heat Pump","Customer provided heat pump","Closed","2549 CANNOLOT BLVD, PORT CHARLOTTE FL 33948",
"01/19/2021","20210101649","Res Pool Heat Pump","INSTALLATION OF ELECTRIC SWIMMING POOL HEAT PUMP","Closed","12279 BORAX AVE, PUNTA GORDA FL 33955",
"01/18/2021","20210101499","Res Pool Heat Pump","Customer provided heat pump","Closed","3767 PEACE RIVER DR, PUNTA GORDA FL 33983",
"01/18/2021","20210101498","Res Pool Heat Pump","Customer provided heat pump","Closed","8233 BURWELL CIR, PORT CHARLOTTE FL 33981",
"01/15/2021","20210101461","Res Pool Heat Pump","INSTALLATION OF AN ELECTRIC SWIMMING POOL HEAT PUMP","Closed","24393 GIJON LN, PUNTA GORDA FL 33955",
"01/15/2021","20210101456","Res Pool Heat Pump","Pool Heat Pump","Closed","23286 LEHIGH AVE, PORT CHARLOTTE FL 33954",
"01/15/2021","20210101432","Res Pool Heat Pump","Heat Pump","Closed","2548 BALTIC AVE, PORT CHARLOTTE FL 33952",
"01/13/2021","20210101151","Res Pool Heat Pump","Remove old pool heater and install new in the same place.","Closed","253 ORLANDO BLVD, PORT CHARLOTTE FL 33954",
"01/13/2021","20210101091","Res Pool Heat Pump","heat pump change out","Closed","406 BOUNDARY BLVD, ROTONDA WEST FL 33947",
"01/12/2021","20210101017","Res Pool Heat Pump","INSTALL POOL HEAT PUMP WITH ELECTRIC","Permit Issued","12348 HATHAWAY TER, PORT CHARLOTTE FL 33981",
"01/11/2021","20210100841","Res Pool Heat Pump","INSTALLATION OF ELECTRIC SWIMMING POOL HEAT PUMP","Closed","887 BOUNDARY BLVD, ROTONDA WEST FL 33947",
"01/11/2021","20210100840","Res Pool Heat Pump","INSTALLATION OF ELECTRIC SWIMMING POOL HEAT PUMP","Closed","3 WINDWARD WAY, PLACIDA FL 33946",
"01/11/2021","20210100785","Res Pool Heat Pump","INSTALLATION OF ELECTRIC SWIMMING POOL HEAT PUMP","Closed","4850 CYPRESS GROVE CIR, PUNTA GORDA FL 33982",
"01/11/2021","20210100783","Res Pool Heat Pump","Switch out pool heat pump.","Closed","18067 AVONSDALE CIR, PORT CHARLOTTE FL 33948",
"01/11/2021","20210100780","Res Pool Heat Pump","Heat Pump","Closed","21108 BURKHART DR, PORT CHARLOTTE FL 33952",
"01/08/2021","20210100742","Res Pool Heat Pump","Heat Pump","Closed","25541 DEEP CREEK BLVD, PUNTA GORDA FL 33983",
"01/08/2021","20210100733","Res Pool Heat Pump","Install New pool heat pump.Electrical Service provided by customer hired contractor.","Closed","37 BRIG CIR E, PLACIDA FL 33946",
"01/08/2021","20210100706","Res Pool Heat Pump","INSTALLATION OF ELECTRIC SWIMMING POOL HEAT PUMP","Closed","19785 MIDWAY BLVD, PORT CHARLOTTE FL 33948",
"01/08/2021","20210100682","Res Pool Heat Pump","INSTALLATION OF ELECTRIC SWIMMING POOL HEAT PUMP","Closed","3170 IVERSON ST, PORT CHARLOTTE FL 33952",
"01/08/2021","20210100631","Res Pool Heat Pump","Customer provided heat pump","Closed","117 COCA LN, ROTONDA WEST FL 33947",
"01/08/2021","20210100628","Res Pool Heat Pump","Customer provided heat pump","Closed","1117 AMPLE AVE, PORT CHARLOTTE FL 33948",
"01/08/2021","20210100627","Res Pool Heat Pump","Customer provided heat pump","Closed","10 YELLOWHAMMER DR, PLACIDA FL 33946",
"01/07/2021","20210100601","Res Pool Heat Pump","INSTALLATION OF ELECTRIC SWIMMING POOL HEAT PUMP","Closed","18697 KLINGLER CIR, PORT CHARLOTTE FL 33948",
"01/07/2021","20210100561","Res Pool Heat Pump","INSTALLATION OF ELECTRIC SWIMMING POOL HEAT PUMP","Closed","763 BOUNDARY BLVD, ROTONDA WEST FL 33947",
"01/07/2021","20210100558","Res Pool Heat Pump","Heat pump","Closed","4301 RIVERSIDE DR, PUNTA GORDA FL 33982",
"01/07/2021","20210100477","Res Pool Heat Pump","install pool heat pump and subcontract electrician","Closed","15240 HENNIPEN CIR, PORT CHARLOTTE FL 33981",
"01/06/2021","20210100442","Res Pool Heat Pump","Replace Existing pool heat pump","Closed","4265 CAPE HAZE DR, PLACIDA FL 33946",
"01/06/2021","20210100440","Res Pool Heat Pump","INSTALLATION OF ELECTRIC SWIMMING POOL HEAT PUMP","Closed","517 SPRUCE ST, PORT CHARLOTTE FL 33952",
"01/06/2021","20210100437","Res Pool Heat Pump","Replace Existing pool heat pump","Closed","93 MEDALIST RD, ROTONDA WEST FL 33947",
"01/06/2021","20210100435","Res Pool Heat Pump","INSTALLATION OF ELECTRIC SWIMMING POOL HEAT PUMP","Closed","20280 KINDERKEMAC AVE, PORT CHARLOTTE FL 33952",
"01/06/2021","20210100398","Res Pool Heat Pump","Replacement of pool heat pump","Closed","381 STRASBURG DR, PORT CHARLOTTE FL 33954",
"01/06/2021","20210100396","Res Pool Heat Pump","POOL HEAT PUMP","Closed","1240 YACHTSMAN LN, PUNTA GORDA FL 33983",
"01/06/2021","20210100321","Res Pool Heat Pump","Heat Pump","Closed","3121 CONWAY BLVD, PORT CHARLOTTE FL 33952",
"01/06/2021","20210100311","Res Pool Heat Pump","Install pool heat pump","Closed","161 CROOP LN, PORT CHARLOTTE FL 33952",
"01/05/2021","20210100284","Res Pool Heat Pump","Install Pool Heat Pump","Closed","1175 RICARDO LN, PUNTA GORDA FL 33983",
"01/05/2021","20210100280","Res Pool Heat Pump","Replace Pool Heat Pump","Closed","27234 SALTA DR, PUNTA GORDA FL 33983",
"01/05/2021","20210100240","Res Pool Heat Pump","Heat Pump","Closed","4048 CONESTOGA ST, PORT CHARLOTTE FL 33948",
"01/05/2021","20210100227","Res Pool Heat Pump","Heat Pump","Closed","25444 BABETTE CT, PUNTA GORDA FL 33983",
"01/04/2021","20210100148","Res Pool Heat Pump","INSTALLATION OF ELECTRIC SWIMMING POOL HEAT PUMP","Closed","5116 ADMINISTRATION ST, PORT CHARLOTTE FL 33948",
"01/04/2021","20210100134","Res Pool Heat Pump","INSTALLATION OF ELECTRIC SWIMMING POOL HEAT PUMP","Closed","38 PAR VIEW CT, ROTONDA WEST FL 33947",
"01/04/2021","20210100082","Res Pool Heat Pump","Install Pool Heat Pump","Closed","204 ARLINGTON DR, PLACIDA FL 33946",
"01/04/2021","20210100042","Res Pool Heat Pump","INSTALL & CONNECT POOL HEAT PUMP","Closed","253 ANNAPOLIS LN, ROTONDA WEST FL 33947",
"01/04/2021","20210100031","Res Pool Heat Pump","Install BR135xw heat pump for poolInstall electrical service for heat pump by NuSons electric","Closed","1573 ALTON RD, PORT CHARLOTTE FL 33952",
"01/04/2021","20210100025","Res Pool Heat Pump","Installation of pool heat pump","Closed","497 GALLEGOS ST, PUNTA GORDA FL 33983",
"01/04/2021","20210100016","Res Pool Heat Pump","Replace Pool Heater","Closed","17134 EDGEWATER DR, PORT CHARLOTTE FL 33948",
"12/31/2020","20201238331","Res Pool Heat Pump","Customer provided heat pump","Closed","9156 KOMA ST, PORT CHARLOTTE FL 33981",
"12/31/2020","20201238329","Res Pool Heat Pump","Customer provided heat pump","Closed","13380 CEDAR CITY AVE, PORT CHARLOTTE FL 33981",
"12/31/2020","20201238328","Res Pool Heat Pump","Customer provided heat pump","Closed","16 OAKLAND HILLS PL, ROTONDA WEST FL 33947",
"12/31/2020","20201238268","Res Pool Heat Pump","heat pump change out","Closed","15100 MCGRAW AVE, PORT CHARLOTTE FL 33953",
"12/31/2020","20201238263","Res Pool Heat Pump","heat pump replacement","Closed","1077 AMPLE AVE, PORT CHARLOTTE FL 33948",
"12/29/2020","20201237986","Res Pool Heat Pump","Customer provided heat pump","Closed","256 ROTONDA BLVD E, ROTONDA WEST FL 33947",
"12/29/2020","20201237982","Res Pool Heat Pump","Customer provided heat pump","Permit Issued","251 WHITE MARSH LN, ROTONDA WEST FL 33947",
"12/29/2020","20201237941","Res Pool Heat Pump","INSTALL BR115XW BUILT RIGHT POOL HEATER AND CIRCUIT BREAKER","Closed","93 MARK TWAIN LN, ROTONDA WEST FL 33947",
"12/28/2020","20201237843","Res Pool Heat Pump","INSTALLATION OF ELECTRIC SWIMMING POOL HEAT PUMP","Closed","1935 MICHIGAN AVE, ENGLEWOOD FL 34224",
"12/28/2020","20201237772","Res Pool Heat Pump","heat pump change out","Closed","25475 TERRAIN LN, PUNTA GORDA FL 33983",
"12/28/2020","20201237771","Res Pool Heat Pump","heat pump change out","Closed","23136 TURNBULL AVE, PORT CHARLOTTE FL 33954",
"12/28/2020","20201237762","Res Pool Heat Pump","heat pump installation","Closed","13009 CEDAR CREEK DR, PORT CHARLOTTE FL 33953",
"12/28/2020","20201237748","Res Pool Heat Pump","heat pump change out","Closed","217 FOUNTAIN ST, PORT CHARLOTTE FL 33953",
"12/28/2020","20201237746","Res Pool Heat Pump","INSTALLATION  OF ELECTRIC SWIMMING POOL HEAT PUMP","Cancelled by Applicant","4413 HARBOR BLVD, PORT CHARLOTTE FL 33952",
"12/28/2020","20201237736","Res Pool Heat Pump","INSTALLATION OF ELECTRIC SWIMMING POOL HEAT PUMP","Closed","26352 COPIAPO CIR, PUNTA GORDA FL 33983",
"12/28/2020","20201237708","Res Pool Heat Pump","Switch out pool heat pump.","Closed","14422 BRIDGEVIEW LN, PORT CHARLOTTE FL 33953",
"12/23/2020","20201237622","Res Pool Heat Pump","INSTALLATION OF ELECTRIC SWIMMING POOL HEAT PUMP","Closed","10615 MCALESTER CIR, PORT CHARLOTTE FL 33981",
"12/23/2020","20201237612","Res Pool Heat Pump","Replace Existing pool heater.","Closed","970 BOUNDARY BLVD, ROTONDA WEST FL 33947",
"12/23/2020","20201237573","Res Pool Heat Pump","install pool heat pump","Closed","13700 LAKE POINT CT, PORT CHARLOTTE FL 33953",
"12/23/2020","20201237561","Res Pool Heat Pump","INSTALLATION OF ELECTRIC SWIMMING POOL HEAT PUMP","Closed","491 PARAMARIBO ST, PUNTA GORDA FL 33983",
"12/23/2020","20201237526","Res Pool Heat Pump","install pool heat pump and subcontract electrician","Permit Issued","1975 MICHIGAN AVE, ENGLEWOOD FL 34224",
"12/23/2020","20201237525","Res Pool Heat Pump","install pool heat pump and subcontract electrician","Closed","195 SUNSET RD, ROTONDA WEST FL 33947",
"12/23/2020","20201237521","Res Pool Heat Pump","install pool heat pump and subcontract electrician","Permit Issued","113 YELLOW PINE DR, ROTONDA WEST FL 33947",
"12/22/2020","20201237430","Res Pool Heat Pump","INSTALLATION OF ELECTRIC SWIMMING POOL HEAT PUMP","Closed","27245 PORTO NACIONAL DR, PUNTA GORDA FL 33983",
"12/22/2020","20201237422","Res Pool Heat Pump","INSTALLATION OF ELECTRIC SWIMMING POOL HEAT PUMP","Closed","80 TOURNAMENT RD, ROTONDA WEST FL 33947",
"12/21/2020","20201237318","Res Pool Heat Pump","heat pump replacement","Closed","25475 TERRAIN LN, PUNTA GORDA FL 33983",
"12/21/2020","20201237239","Res Pool Heat Pump","heat pump installation","Permit Issued","3053 ROCK CREEK DR, PORT CHARLOTTE FL 33948",
"12/21/2020","20201237231","Res Pool Heat Pump","INSTALLATION OF ELECTRIC SWIMMING POOL HEAT PUMP","Closed","154 CATAMARACA CT, PUNTA GORDA FL 33983",
"12/18/2020","20201237160","Res Pool Heat Pump","Install new pool heater, Dan Wellins to do the electric.","Closed","12985 FORESMAN BLVD, PORT CHARLOTTE FL 33981",
"12/18/2020","20201237147","Res Pool Heat Pump","INSTALLATION OF ELECTRIC SWIMMING POOL HEAT PUMP","Closed","266 TAIT TER, PORT CHARLOTTE FL 33952",
"12/18/2020","20201237074","Res Pool Heat Pump","heat pump installation","Closed","7218 DARLINGTON ST, ENGLEWOOD FL 34224",
"12/17/2020","20201236986","Res Pool Heat Pump","NEW POOL HEATER","Closed","1202 STRASBURG DR, PORT CHARLOTTE FL 33952",
"12/17/2020","20201236980","Res Pool Heat Pump","INSTALLATION OF ELECTRIC SWIMMING POOL HEAT PUMP","Closed","2772 AUBURN BLVD, PORT CHARLOTTE FL 33948",
"12/17/2020","20201236977","Res Pool Heat Pump","Customer provided heat pump","Closed","8 PAR VIEW RD, ROTONDA WEST FL 33947",
"12/17/2020","20201236899","Res Pool Heat Pump","INSTALL 110K BTU HEAT PUMP ON EXISTING PAD","Closed","12251 RICHARDS AVE, PORT CHARLOTTE FL 33981",
"12/16/2020","20201236842","Res Pool Heat Pump","Installation of plumbing and electrical to add a residential heat pump.","Closed","4220 HARBOR BLVD, PORT CHARLOTTE FL 33952",
"12/16/2020","20201236838","Res Pool Heat Pump","INSTALLATION OF ELECTRIC SWIMMING POOL HEAT PUMP","Closed","10322 SUNBURY DR, PORT CHARLOTTE FL 33981",
"12/16/2020","20201236801","Res Pool Heat Pump","heat pump installation","Closed","122 ROTONDA CIR, ROTONDA WEST FL 33947",
"12/16/2020","20201236785","Res Pool Heat Pump","Remove old pool heater and install new in the same place.","Permit Issued","476 WABASH TER, PORT CHARLOTTE FL 33954",
"12/16/2020","20201236780","Res Pool Heat Pump","Remove old heater and install new in the same place.","Permit Issued","2439 NUREMBERG BLVD, PUNTA GORDA FL 33983",
"12/16/2020","20201236778","Res Pool Heat Pump","Remove old heater and install new in the same place.","Permit Issued","2233 BENGAL CT, PUNTA GORDA FL 33983",
"12/16/2020","20201236716","Res Pool Heat Pump","Adding New 135,000 Pool Heat Pump And Running Electric For IT","Closed","206 MARKER RD, ROTONDA WEST FL 33947",
"12/16/2020","20201236705","Res Pool Heat Pump","customer provided heat pump","Closed","14105 BANOS AVE, PORT CHARLOTTE FL 33981",
"12/15/2020","20201236656","Res Pool Heat Pump","heat pump install","Closed","1585 LORALIN DR, ENGLEWOOD FL 34223",
"12/15/2020","20201236639","Res Pool Heat Pump","INSTALLATION OF ELECTRIC SWIMMING POOL HEAT PUMP","Closed","1273 BEACON DR, PORT CHARLOTTE FL 33952",
"12/15/2020","20201236627","Res Pool Heat Pump","INSTALLATION OF ELECTRIC SWIMMING POOL HEAT PUMP","Closed","13252 PACE CIR, PORT CHARLOTTE FL 33981",
"12/15/2020","20201236579","Res Pool Heat Pump","Install new BR135xw heat pumpInstall new electrical service for heat pump by NuSons Electric","Closed","18280 CADDY AVE, PORT CHARLOTTE FL 33948",
"12/15/2020","20201236578","Res Pool Heat Pump","INSTALLATION OF ELECTRIC SWIMMING POOL HEAT PUMP","Closed","76 PINE VALLEY CT, ROTONDA WEST FL 33947",
"12/15/2020","20201236532","Res Pool Heat Pump","Customer provided heat pump","Closed","166 BROADMOOR LN, ROTONDA WEST FL 33947",
"12/14/2020","20201236378","Res Pool Heat Pump","Install Pool Heat Pump","Closed","2328 RIO DE JANEIRO AVE, PUNTA GORDA FL 33983",
"12/14/2020","20201236373","Res Pool Heat Pump","Heat Pump","Permit Issued","1935 CITRON ST, PORT CHARLOTTE FL 33980",
"12/14/2020","20201236354","Res Pool Heat Pump","customer provided heat pump","Closed","2333 ALTON RD, PORT CHARLOTTE FL 33952",
"12/14/2020","20201236318","Res Pool Heat Pump","Removed old pool heater and installed new in the same place.","Closed","2167 TINKER ST, PORT CHARLOTTE FL 33948",
"12/13/2020","20201236301","Res Pool Heat Pump","Remove old heater, and install new in the same place.","Closed","25170 OBELISK CT, PUNTA GORDA FL 33983",
"12/11/2020","20201236184","Res Pool Heat Pump","INSTALLATION OF ELECTRIC SWIMMING POOL HEAT PUMP","Closed","4194 ROSE ARBOR CIR, PORT CHARLOTTE FL 33948",
"12/11/2020","20201236126","Res Pool Heat Pump","INSTALL HEAT PUMP TO SWIMMING POOL","Permit Issued","3182 YUKON DR, PORT CHARLOTTE FL 33948",
"12/11/2020","20201236125","Res Pool Heat Pump","REPLACE HEAT PUMP WITH NEW HEAT PUMP IN EXISTING","Closed","1060 HARBOUR DRAKE DR, PUNTA GORDA FL 33983",
"12/10/2020","20201236063","Res Pool Heat Pump","customer provided heat pump","Closed","6451 THORMAN RD, PORT CHARLOTTE FL 33981",
"12/10/2020","20201236060","Res Pool Heat Pump","customer provided heat pump","Closed","267 TOURNAMENT RD, ROTONDA WEST FL 33947",
"12/10/2020","20201236058","Res Pool Heat Pump","customer provided heat pump","Closed","182 NORMAN ST, PORT CHARLOTTE FL 33954",
"12/10/2020","20201236029","Res Pool Heat Pump","install pool heat pump and subcontract electrician","Closed","7109 TUXEDO ST, ENGLEWOOD FL 34224",
"12/10/2020","20201236006","Res Pool Heat Pump","heat pump change out","Closed","66 TEE VIEW RD, ROTONDA WEST FL 33947",
"12/09/2020","20201235862","Res Pool Heat Pump","INSTALLATION OF ELECTRIC SWIMMING POOL HEAT PUMP.","Closed","2819 SHANNON DR, PUNTA GORDA FL 33950",
"12/09/2020","20201235859","Res Pool Heat Pump","INSTALLATION OF ELECTRIC SWIMMING POOL HEAT PUMP","Closed","13429 AMARYLLIS CIR, PORT CHARLOTTE FL 33981",
"12/09/2020","20201235858","Res Pool Heat Pump","INSTALLATION OF ELECTRIC SWIMMING POOL HEAT PUMP.","Closed","26556 TRINILAS DR, PUNTA GORDA FL 33983",
