"Date","Permit Number","Permit Type","Description","Status","Address",
"05/28/2021","20210519455","Residential Swimming Pool","Installation of above ground pool","Permit Issued","2111 BROADPOINT DR, PUNTA GORDA FL 33983",
"05/27/2021","20210519380","Residential Swimming Pool","IN GROUND POOL","Permit Issued","9558 SPRING CIR, PORT CHARLOTTE FL 33981",
"05/27/2021","20210519377","Residential Swimming Pool","Installing an in ground pool and deck","Ready for Issuance","1138 SOUTH LN, ENGLEWOOD FL 34224",
"05/27/2021","20210519365","Residential Swimming Pool","inground pool and deck","Permit Issued","160 GREEN OAK PARK, ROTONDA WEST FL 33947",
"05/27/2021","20210519353","Residential Swimming Pool","Construction of Residential Pool and Spa","Permit Issued","17628 WINDING WOOD LN, Punta Gorda FL 33982",
"05/27/2021","20210519345","Residential Swimming Pool","Construction of Residential Pool and Spa","Permit Issued","43684 TREE TOP TRL, Punta Gorda FL 33982",
"05/27/2021","20210519341","Residential Swimming Pool","Construction of Residential Pool and Spa","Permit Issued","42258 WATERFRONT WAY, Punta Gorda FL 33982",
"05/27/2021","20210519331","Residential Swimming Pool","Swimming pool and deck","Permit Issued","8845 ST PAUL DR, PORT CHARLOTTE FL 33981",
"05/27/2021","20210519319","Residential Swimming Pool","Construction of Residential Pool and Spa","Permit Issued","42250 WATERFRONT WAY, Punta Gorda FL 33982",
"05/27/2021","20210519306","Residential Swimming Pool","swimming pool and deck construction","Permit Issued","10459 MARION ST, ENGLEWOOD FL 34224",
"05/26/2021","20210519170","Residential Swimming Pool","RESIDENTIAL POOL - INGROUND - FOOTER PER ENGINEERING","Permit Issued","43040 LAKESIDE WAY, Punta Gorda FL 33982",
"05/26/2021","20210519168","Residential Swimming Pool","RESIDENTIAL POOL - INGROUND - FOOTER PER ENGINEERING","Permit Issued","42306 EDGEWATER DR, Punta Gorda FL 33982",
"05/26/2021","20210519081","Residential Swimming Pool","Swimming Pool & Deck","Ready for Issuance","13356 COPPER AVE, PORT CHARLOTTE FL 33981",
"05/26/2021","20210519079","Residential Swimming Pool","Swimming Pool & Deck","Ready for Issuance","7124 YUBA LN, ENGLEWOOD FL 34224",
"05/26/2021","20210519053","Residential Swimming Pool","New pool and spa","In Review","43364 SAPLING ST, Punta Gorda FL 33982",
"05/25/2021","20210519002","Residential Swimming Pool","Installing an in ground pool and deck","Ready for Issuance","25061 NECTAR CT, PUNTA GORDA FL 33983",
"05/25/2021","20210518990","Residential Swimming Pool","inground pool and deck","Permit Issued","23033 BRADFORD AVE, PORT CHARLOTTE FL 33952",
"05/25/2021","20210518949","Residential Swimming Pool","IN GROUND POOL","In Review","15094 WICHITA RD, PORT CHARLOTTE FL 33981",
"05/25/2021","20210518897","Residential Swimming Pool","POOL, SPA, PATIO AND HEAT PUMP","Permit Issued","15204 AQUARIUS CIR, PORT CHARLOTTE FL 33981",
"05/25/2021","20210518887","Residential Swimming Pool","ABOVE GROUND POOL","Permit Issued","21533 DAWSON AVE, PORT CHARLOTTE FL 33952",
"05/25/2021","20210518880","Residential Swimming Pool","Installing an in ground pool and deck","Ready for Issuance","159 ROSEMARY ST, PORT CHARLOTTE FL 33954",
"05/25/2021","20210518869","Residential Swimming Pool","new in ground pool and spa","Permit Issued","16177 LOTUS WAY, Punta Gorda FL 33982",
"05/25/2021","20210518867","Residential Swimming Pool","Installing an in ground pool and deck","Ready for Issuance","21270 MULBERRY AVE, PORT CHARLOTTE FL 33952",
"05/25/2021","20210518847","Residential Swimming Pool","Pool, Stemwall and Sandset Paver Deck","Ready for Issuance","21011 DELAKE AVE, PORT CHARLOTTE FL 33954",
"05/25/2021","20210518811","Residential Swimming Pool","Pool, Sandset Paver Deck and Stemwall","Ready for Issuance","10478 COQUINA CT, Placida FL 33946",
"05/24/2021","20210619741","Residential Swimming Pool","In-Ground Swimming Pool","Permit Issued","14 TOURNAMENT RD, ROTONDA WEST FL 33947",
"05/24/2021","20210518763","Residential Swimming Pool","inground pool and paver deck","Permit Issued","12145 MAYFAIR AVE, PORT CHARLOTTE FL 33981",
"05/24/2021","20210518759","Residential Swimming Pool","in ground pool and concrete deck","Permit Issued","210 ROTONDA BLVD N, ROTONDA WEST FL 33947",
"05/24/2021","20210518741","Residential Swimming Pool","ABOVE GROUND POOL","Permit Issued","2351 BROWN ST, PORT CHARLOTTE FL 33948",
"05/24/2021","20210518738","Residential Swimming Pool","Swimming pool and deck","Permit Issued","6212 HELM ST, PORT CHARLOTTE FL 33981",
"05/24/2021","20210518716","Residential Swimming Pool","NEW INGROUND POOL","Ready for Issuance","18104 ZANZIBAR AVE, PORT CHARLOTTE FL 33954",
"05/24/2021","20210518708","Residential Swimming Pool","Swimming pool & Spa","In Review","5186 EARLY TER, PORT CHARLOTTE FL 33981",
"05/24/2021","20210518657","Residential Swimming Pool","POOL, SPA, PATIO AND HEAT PUMP","Permit Issued","9509 SUNDANCE ST, PORT CHARLOTTE FL 33981",
"05/23/2021","20210518643","Residential Swimming Pool","Pool & Deck","Ready for Issuance","82 MARINER LN, ROTONDA WEST FL 33947",
"05/22/2021","20210518636","Residential Swimming Pool","new residential inground pool, spa","Permit Issued","101 WAYNE RD, ROTONDA WEST FL 33947",
"05/22/2021","20210518635","Residential Swimming Pool","new residential inground concrete pool, spa","Permit Issued","159 APRIL RD, ROTONDA WEST FL 33947",
"05/22/2021","20210518628","Residential Swimming Pool","Installing an in ground pool and deck","Permit Issued","16191 FOREST GLEN CT, PUNTA GORDA FL 33982",
"05/21/2021","20210518527","Residential Swimming Pool","New Pool Construction","In Review","5600 BRONCO RD, PUNTA GORDA FL 33982",
"05/21/2021","20210518463","Residential Swimming Pool","INSTALL ABOVE GROUND SWIMMING POOL","Permit Issued","38901 STILL LN, Fort Myers FL 33917",
"05/20/2021","20210518444","Residential Swimming Pool","swimming pool spa","Permit Issued","9309 BOCA GRANDE AVE, ENGLEWOOD FL 34224",
"05/20/2021","20210518443","Residential Swimming Pool","swimming pool spa","Permit Issued","1890 FAUST DR, ENGLEWOOD FL 34224",
"05/20/2021","20210518427","Residential Swimming Pool","Pool & Deck","Ready for Issuance","13426 AINSWORTH LN, PORT CHARLOTTE FL 33981",
"05/20/2021","20210518413","Residential Swimming Pool","POOL AND PATIO","Permit Issued","26419 VICTORY CT, PUNTA GORDA FL 33983",
"05/20/2021","20210518412","Residential Swimming Pool","Swimming pool and Deck","Permit Issued","18590 KERRVILLE CIR, PORT CHARLOTTE FL 33948",
"05/20/2021","20210518390","Residential Swimming Pool","RESIDENTIAL POOL - INGROUND - FOOTER PER ENGINEERING","Permit Issued","42346 WATERFRONT WAY, Punta Gorda FL 33982",
"05/20/2021","20210518386","Residential Swimming Pool","Construct pool, paver deck","Ready for Issuance","28059 ARROWHEAD CIR, PUNTA GORDA FL 33982",
"05/20/2021","20210518359","Residential Swimming Pool","Construction of residential pool and spa.","Permit Issued","43676 TREE TOP TRL, Punta Gorda FL 33982",
"05/20/2021","20210518357","Residential Swimming Pool","POOL, PATIO AND HEAT PUMP","Permit Issued","8396 BURWELL CIR, PORT CHARLOTTE FL 33981",
"05/20/2021","20210518355","Residential Swimming Pool","Construction of residential pool.","Permit Issued","25078 GOLDEN FERN DR, PUNTA GORDA FL 33955",
"05/20/2021","20210518325","Residential Swimming Pool","POOL, PATIO AND HEAT PUMP","Permit Issued","9581 ATTICA CIR, PORT CHARLOTTE FL 33981",
"05/19/2021","20210518291","Residential Swimming Pool","IN GROUND POOL","Permit Issued","10082 OWL HEAD CIR, PORT CHARLOTTE FL 33981",
"05/19/2021","20210518266","Residential Swimming Pool","Swimming Pool and Deck","Permit Issued","13241 KITCHENER AVE, PORT CHARLOTTE FL 33981",
"05/19/2021","20210518228","Residential Swimming Pool","In-ground pool, deck, equipment, prewire for heat pump","Permit Issued","12166 STORKE AVE, PORT CHARLOTTE FL 33981",
"05/19/2021","20210518181","Residential Swimming Pool","INSTALL INGROUND POOL, PAVER BRICK DECK, & EXIT ALARMS","Permit Issued","7411 WYCLIFF DR, PORT CHARLOTTE FL 33981",
"05/19/2021","20210518178","Residential Swimming Pool","POOL, PATIO AND HEAT PUMP","Permit Issued","9861 EAGLE PRESERVE DR, ENGLEWOOD FL 34224",
"05/19/2021","20210518145","Residential Swimming Pool","In-ground pool,  spa, deck, paver sun deck, equipment, heater","Permit Issued","26198 COPIAPO CIR, PUNTA GORDA FL 33983",
"05/19/2021","20210518136","Residential Swimming Pool","POOL, PATIO AND HEAT PUMP","Permit Issued","23243 MULLIGAN AVE, PORT CHARLOTTE FL 33954",
"05/18/2021","20210518044","Residential Swimming Pool","RESIDENTIAL POOL - INGROUND - FOOTER PER ENGINEERING","Permit Issued","42361 LAKE TIMBER DR, Punta Gorda FL 33982",
"05/18/2021","20210518000","Residential Swimming Pool","Install Above Ground Pool","Permit Issued","22419 PRISCILLA AVE, PORT CHARLOTTE FL 33954",
"05/18/2021","20210517892","Residential Swimming Pool","New Inground Pool Construction","Permit Issued","13408 BRONZE AVE, PORT CHARLOTTE FL 33981",
"05/18/2021","20210517887","Residential Swimming Pool","Pool, Sandset Paver Deck and Sandset Paver Deck","Ready for Issuance","25 WINDWARD RD, PLACIDA FL 33946",
"05/18/2021","20210517880","Residential Swimming Pool","ATF Above Ground Pool (COD-21-01010)","Ready for Issuance","22246 AUGUSTA AVE, PORT CHARLOTTE FL 33952",
"05/17/2021","20210517836","Residential Swimming Pool","inground swimming pool, spa & decking","Permit Issued","1106 HIGHLANDS RD, PUNTA GORDA FL 33983",
"05/17/2021","20210517771","Residential Swimming Pool","POOL, SPA, PATIO AND HEAT PUMP","Permit Issued","27112 SOLOMON DR, PUNTA GORDA FL 33983",
"05/17/2021","20210517748","Residential Swimming Pool","POOL, SPA, PATIO AND HEAT PUMP","Permit Issued","52 OAKLAND HILLS PL, ROTONDA WEST FL 33947",
"05/17/2021","20210517736","Residential Swimming Pool","inground pool with paver deck","Permit Issued","9613 MIAMI CIR, PORT CHARLOTTE FL 33981",
"05/17/2021","20210517725","Residential Swimming Pool","pool, sandset paver deck and stemwall","Ready for Issuance","16755 RIDGEWOOD CT, PUNTA GORDA FL 33982",
"05/17/2021","20210517694","Residential Swimming Pool","RESIDENTAIL POOL & SPA - INGROUND - FOOTER PER ENGINEERING","Permit Issued","16216 FOXTAIL CT, Punta Gorda FL 33982",
"05/17/2021","20210517689","Residential Swimming Pool","inground swimming pool & decking","Permit Issued","138 SALEM AVE, PORT CHARLOTTE FL 33952",
"05/17/2021","20210517686","Residential Swimming Pool","Install Pool, Spa, Paver Deck & Equipment.","Permit Issued","19052 ROOSEVELT AVE, PORT CHARLOTTE FL 33954",
"05/17/2021","20210517679","Residential Swimming Pool","Pool, Spa, Sandset Paver Deck and Stemwall","Ready for Issuance","15212 ALSASK CIR, PORT CHARLOTTE FL 33981",
"05/17/2021","20210517668","Residential Swimming Pool","POOL, SPA, PATIO AND HEAT PUMP","Permit Issued","18548 OHARA DR, PORT CHARLOTTE FL 33948",
"05/16/2021","20210517655","Residential Swimming Pool","Pool & Deck","Permit Issued","8045 NORTON RD, PORT CHARLOTTE FL 33981",
"05/16/2021","20210517654","Residential Swimming Pool","Pool & Deck","Ready for Issuance","5220 THE POINTE, ENGLEWOOD FL 34223",
"05/16/2021","20210517652","Residential Swimming Pool","Pool & Deck","Permit Issued","9024 ANITA AVE, ENGLEWOOD FL 34224",
"05/16/2021","20210517651","Residential Swimming Pool","Pool & Deck","Permit Issued","7419 CAPE GIRARDEAU ST, ENGLEWOOD FL 34224",
"05/16/2021","20210517650","Residential Swimming Pool","Pool & Deck","Permit Issued","18547 OHARA DR, PORT CHARLOTTE FL 33948",
"05/16/2021","20210517649","Residential Swimming Pool","Pool & Deck","Permit Issued","1166 BROWN ST, ENGLEWOOD FL 34224",
"05/16/2021","20210517647","Residential Swimming Pool","Pool & Deck","Permit Issued","10621 POUGHKEEPSIE CIR, PORT CHARLOTTE FL 33981",
"05/16/2021","20210517645","Residential Swimming Pool","Pool & Deck","Permit Issued","870 FAIRFAX TER, PORT CHARLOTTE FL 33948",
"05/16/2021","20210517644","Residential Swimming Pool","Pool & Deck","Permit Issued","6604 PINEWOOD LN, PUNTA GORDA FL 33982",
"05/14/2021","20210517606","Residential Swimming Pool","INSTALL INGROUND POOL, SPA, PAVER BRICK DECK & EXIT ALARMSHOUSE PERMIT # 	20210411382","Permit Issued","10006 SUNDAY DR, PORT CHARLOTTE FL 33981",
"05/14/2021","20210517600","Residential Swimming Pool","Above-Ground Pool","Permit Issued","3244 PORT CHARLOTTE BLVD, PORT CHARLOTTE FL 33952",
"05/14/2021","20210517557","Residential Swimming Pool","POOL, PATIO AND HEAT PUMP","Permit Issued","27322 SUNSET DR, PUNTA GORDA FL 33955",
"05/14/2021","20210517526","Residential Swimming Pool","Construction of Residential Pool and Spa","Permit Issued","43652 TREE TOP TRL, Punta Gorda FL 33982",
"05/14/2021","20210517520","Residential Swimming Pool","Construction of Residential Pool and spa","Permit Issued","25228 KEYGRASS CT, PUNTA GORDA FL 33955",
"05/14/2021","20210517519","Residential Swimming Pool","Construction of Residential Pool and Spa","Permit Issued","25217 LONGMEADOW DR, PUNTA GORDA FL 33955",
"05/14/2021","20210517513","Residential Swimming Pool","INGROUND POOL AND DECK","Permit Issued","15117 CHINOOK WAY, PORT CHARLOTTE FL 33981",
"05/14/2021","20210517512","Residential Swimming Pool","Construction of Residential Pool and Spa","Permit Issued","43088 BOARDWALK LOOP, Punta Gorda FL 33982",
"05/14/2021","20210517506","Residential Swimming Pool","Construction of Residential Pool and Spa","Permit Issued","43298 GREENWAY BLVD, Punta Gorda FL 33982",
"05/14/2021","20210517466","Residential Swimming Pool","pool and patio","Permit Issued","5283 DAYTON LN, PORT CHARLOTTE FL 33981",
"05/14/2021","20210517459","Residential Swimming Pool","pool, patio and heat pump","Permit Issued","25091 PALISADE RD, PUNTA GORDA FL 33983",
"05/13/2021","20210517403","Residential Swimming Pool","RESIDENTIAL POOL - INGROUND - FOOOTER PER ENGINEERING","Permit Issued","42315 EDGEWATER DR, Punta Gorda FL 33982",
"05/13/2021","20210517401","Residential Swimming Pool","RESIDENTIAL POOL - INGROUND - FOOTER PER ENGINEERING","Permit Issued","42354 WATERFRONT WAY, Punta Gorda FL 33982",
"05/13/2021","20210517398","Residential Swimming Pool","POOL AND PATIO","Permit Issued","19003 MIDWAY BLVD, PORT CHARLOTTE FL 33948",
"05/13/2021","20210517391","Residential Swimming Pool","POOL AND PATIO","Permit Issued","1234 FLETCHER ST, PORT CHARLOTTE FL 33952",
"05/13/2021","20210517380","Residential Swimming Pool","POOL, PATIO, AND HEAT PUMP","Permit Issued","16313 BRANCO DR, PUNTA GORDA FL 33955",
"05/12/2021","20210517212","Residential Swimming Pool","Installation of pool/spa/deck","Permit Issued","3051 RIVERSHORE LN, PORT CHARLOTTE FL 33953",
"05/12/2021","20210517207","Residential Swimming Pool","Construction of Residential Pool and Spa","Permit Issued","43668 TREE TOP TRL, Punta Gorda FL 33982",
"05/12/2021","20210517203","Residential Swimming Pool","Construction for Residential Pool and Spa","Cancelled by Applicant","16161 PALMETTO ST, Punta Gorda FL 33982",
"05/12/2021","20210517201","Residential Swimming Pool","swimming pool","Permit Issued","415 PELICAN BEND, PLACIDA FL 33946",
"05/12/2021","20210517197","Residential Swimming Pool","POOL AND PATIO","Permit Issued","9596 GALAXIE CIR, PORT CHARLOTTE FL 33981",
"05/12/2021","20210517133","Residential Swimming Pool","RESIDENTIAL POOL & SPA - INGROUND - FOOTER PER ENGINEERING","Permit Issued","42338 WATERFRONT WAY, Punta Gorda FL 33982",
"05/12/2021","20210517130","Residential Swimming Pool","RESIDENTIAL POOL - INGROUND - FOOTER PER ENGINEERING","Permit Issued","42098 JOURNEY DR, Punta Gorda FL 33982",
"05/11/2021","20210517068","Residential Swimming Pool","Inground swimming pool, spa and deck","Ready for Issuance","14564 GASPAR LOOP, Port Charlotte FL 33981",
"05/11/2021","20210517066","Residential Swimming Pool","Inground swimming pool, spa and deck","Ready for Issuance","15905 HONEYSUCKLE ST, Port Charlotte FL 33953",
"05/11/2021","20210517061","Residential Swimming Pool","Inground swimming pool, spa & deck","Ready for Issuance","1801 EAST ISLES RD, Port Charlotte FL 33953",
"05/11/2021","20210517053","Residential Swimming Pool","Inground concrete swimming pool, paver deck","Permit Issued","42250 LAKE TIMBER DR, Punta Gorda FL 33982",
"05/11/2021","20210517044","Residential Swimming Pool","Inground swimming pool, spa & deck","Ready for Issuance","1819 EAST ISLES RD, Port Charlotte FL 33953",
"05/11/2021","20210517030","Residential Swimming Pool","Inground swimming pool, spa & deck","Ready for Issuance","14572 PONCE DE LEON TRL, Port Charlotte FL 33981",
"05/11/2021","20210517024","Residential Swimming Pool","Inground swimming pool, spa & deck - Master Engineering on File","Ready for Issuance","15913 HONEYSUCKLE ST, Port Charlotte FL 33953",
"05/11/2021","20210517022","Residential Swimming Pool","Fiberglass pool instillation, grading, electric, equipment pad, concrete footer, paver deck, and cage.","Application Canceled","26180 WATERFOWL LN, PUNTA GORDA FL 33983",
"05/11/2021","20210517016","Residential Swimming Pool","IN GROUND POOL","Permit Issued","8325 DAFOE ST, PORT CHARLOTTE FL 33981",
"05/11/2021","20210517006","Residential Swimming Pool","Construction of residential pool and spa","Permit Issued","25085 GOLDEN FERN DR, PUNTA GORDA FL 33955",
