"File Date","Record Number","Record Type","Description","Address","Status",
"03/30/2021","BIP21-003531","Building/Residential/P/Pool","REMODEL: NEW POOL PLASTER, COPING, TILE, PLUMBING, ELECTRICAL, AND REPLACE POOL EQUIPMENT.","3437 ST MARYS RD, LAFAYETTE CA 945495032","Finaled",
"03/29/2021","BIP21-003496","Building/Residential/P/Pool","REMODEL (E) SWIMMING POOL AND ADD (N) SPA TO INTERIOR OF (E) POOL - NEW PLASTER, TILE, COPING, EQUIPMENT AND GAS AND ELECTRICAL","14 SHARMAR CT, ALAMO CA 945072622","Issued",
"03/26/2021","BIP21-003418","Building/Residential/P/Pool","SWIMMING POOL REMODEL IN EXISTING CONFIGURATION: REPLASTER, REPLUMB, NEW TILE AND COPING, SPLIT MAIN DRAINS, NEW LIGHTS, REPLACE EQUIPMENT, REPLACE DECKING AND (N) RAISED BOND BLOCK WALL","347 BRYAN DR, ALAMO CA 945072864","Issued",
"03/25/2021","BIP21-003384","Building/Residential/P/Pool","NEW SWIMMING POOL","9347 SHEARWATER CIR, DISCOVERY BAY CA 94505","Issued",
"03/25/2021","BIP21-003356","Building/Residential/P/Pool","NEW SWIMMING POOL (MASTER PLAN: PRJ20-00004)","3471 KEYSTONE LOOP, DISCOVERY BAY CA 945052320","Finaled",
"03/25/2021","BIP21-003340","Building/Residential/P/Pool","NEW POOL AND SPA 596 SF WITH NEW PAVER POOL DECK AND PATIO. GAS LINE FOR NEW FIRE PIT AND BBQ LESS THAN 3' HEIGHT","29 OVERHILL RD, ORINDA CA 945633132","Issued",
"03/25/2021","BIP21-003338","Building/Residential/P/Pool","NEW POOL AND SPA","25 ADOBE LN, ORINDA CA 945634101","Issued",
"03/22/2021","BIP21-003204","Building/Residential/P/Pool","Swimming Pool Repair , Water line tile repair , Fiberglass body repair.  No Elec, no Mech.","770 CENTRAL AVE, MARTINEZ CA 945531420","Issued",
"03/22/2021","BIP21-003165","Building/Residential/P/Pool","NEW IN GROUND POOL WITH AUTO COVER.","2208 RIDGEPOINTE CT, WALNUT CREEK CA 945965774","Issued",
"03/18/2021","BIP21-003075","Building/Residential/P/Pool","new inground swimming pool and spa and equipment.","4 SIMO ST, ALAMO CA 945071055","Issued",
"03/18/2021","BIP21-003068","Building/Residential/P/Pool","REMOVE AND REPLACE SURFACE, WATERLINE TILE, COPING & MASTIC. INSTALL CHANNEL DRAIN COVER.","18 SPRINGHILL LN, LAFAYETTE CA 945492516","Issued",
"03/18/2021","BIP21-003066","Building/Residential/P/Pool","REMOVE & REPLACE SURFACE AND REPLACE MASTIC,  INSTALL CHANNEL DRAIN COVER.","188 LOMBARDY LN, ORINDA CA 945631126","Finaled",
"03/17/2021","BIP21-003040","Building/Residential/P/Pool","REMODEL: DRAIN POOL, TILE, COPING, REPLUMB, SPLIT MAIN DRAINS, LIGHTS, REPLASTER, SAME WORK ON SPA.","221 VALLEY OAKS DR, ALAMO CA 945072045","Issued",
"03/16/2021","BIP21-002968","Building/Residential/P/Pool","POOL REMODEL: REMOVE AND REPLACE POOL AND SPA SURFACE, TILE MASTIC AND SKIMMER. SPLIT DRAIN IN SPA, INSTALL CHANNEL DRAIN IN POOL PER CODE. ELIMINATE LIGHT NICHE (NO CHANGE TO SIZE OR SHAPE OF POOL)","171 DANIEL DR, ALAMO CA 945072417","Issued",
"03/15/2021","BIP21-002880","Building/Residential/P/Pool","POOL & SPA REMODEL:  DRAIN & SHALLOW POOL, SPLIT MAIN DRAIN, REPLASTER, SAME WITH SPA, EQUIPMENT, GAS VALVE.","1166 BRIARWOOD WAY, WALNUT CREEK CA 945976807","Finaled",
"03/10/2021","BIP21-002693","Building/Residential/P/Pool","NEW LEISURE FIJI PLUNGE POOL WITH HEATER.","624 ROSS CIR, MARTINEZ CA 945532251","Issued",
"03/09/2021","BIP21-002681","Building/Residential/P/Pool","POOL REFINISH TO INCLUDE NEW TILE, COPING, REPLACE PLUMBING, SPLIT MAIN DRAIN, ANTI ENTRAPMENT AND NEW INTERNAL BAJA SHELF","125 WARWICK CT, ALAMO CA 945071754","BI Approved",
"03/09/2021","BIP21-002664","Building/Residential/P/Pool","NEW BUILT IN POOL AND ATTACHED SPA.","37 WILDER RD, ORINDA CA 945633732","Issued",
"03/09/2021","BIP21-002648","Building/Residential/P/Pool","Pool and spa remodel - Demo, new tile, new coping, replace plumbing (pool only), split main drain, Install anti entrapment covers, resurface, new electric to pad only.  Elec & Plumb-No Mech.","25 HIDDEN OAK CT, DANVILLE CA 945062022","Finaled",
"03/08/2021","BIP21-002629","Building/Residential/P/Pool","New Pool","201 DE FREMERY DR, BRENTWOOD CA 945132134","Issued",
"03/08/2021","BIP21-002621","Building/Residential/P/Pool","NEW BUILT-IN GUNITE POOL WITH SPA","3108 DEL OCEANO DR, LAFAYETTE CA 945492038","Issued",
"03/08/2021","BIP21-002620","Building/Residential/P/Pool","NEW POOL & SPA WITH POOL COVER.","3074 GRITSTONE ST, DANVILLE CA 945064816","Issued",
"03/08/2021","BIP21-002604","Building/Residential/P/Pool","NEW INGROUNG GUNITE POOL AND SPA, WITH HEATER PUMP, FILTER AND CONCRETE DECKING.**6/23/2021  REVISION POOL SMALLER THAN ORIGINAL SUBMITTAL . LGUERRERO***","9043 TRADEWINDS CIR, DISCOVERY BAY CA 945051751","Issued",
"03/08/2021","BIP21-002571","Building/Residential/P/Pool","New Pool. **5/7/21 REVISION: RELOCATION OF POOL EQUIPMENT TO POOL HOUSE. GS","25 WENTWOOD DR, SAN RAMON CA 945839185","Issued",
"03/08/2021","BIP21-002570","Building/Residential/P/Pool","NEW INGROUND GUNITE SWIMMING POOL.","23 CAPISTRANO CT, CLAYTON CA 945171703","Finaled",
"03/08/2021","BIP21-002565","Building/Residential/P/Pool","NEW IN-GROUND POOL WITH RAISED WALL AND RAISED ATTACHED HOT TUB.","2118 BRIDGEPORT LOOP, DISCOVERY BAY CA 945052313","Issued",
"03/05/2021","BIP21-002551","Building/Residential/P/Pool","CONSTRUCT NEW IN GROUND GUNITE POOL AND SPA","115 EAGLE LN, BRENTWOOD CA 945135229","Issued",
"03/05/2021","BIP21-002539","Building/Residential/P/Pool","Swimming Pool -Master Plan BIPR20-00004","9499 DAVENPORT CIR, DISCOVERY BAY CA 945052694","Finaled",
"03/05/2021","BIP21-002516","Building/Residential/P/Pool","New swimming pool with attached spa","30 ROSEWOOD CT, DANVILLE CA 945062165","Issued",
"03/04/2021","BIP21-002507","Building/Residential/P/Pool","POOL REFINISH TO INCLUDE TILING, COPING, NEW ACUPUCALO SHELF WITHIN EXISTING SHELL, REPLUMB AND SPLIT MAIN DRAINS. NEW LIGHTS, PLASTER AND EQUIPMENT.","304 CASTLE CREEK CT, MARTINEZ CA 945539703","Finaled",
"03/03/2021","BIP21-002455","Building/Residential/P/Pool","Remodel pool, plaster, tile, coping, new equipment, electric, gas, anti entrapment. New equipment pad location.  BBQ & FIRE PIT (REF PERMIT #BIMIR21-002457).","66 COUNTRYSIDE CT, WALNUT CREEK CA 945952622","Finaled",
"03/02/2021","BIP21-002413","Building/Residential/P/Pool","NEW POOL AND SPA","6380 CRYSTAL SPRINGS CIR, DISCOVERY BAY CA 945052626","Finaled",
"03/02/2021","BIP21-002396","Building/Residential/P/Pool","New pool and spa","605 LANCASTER DR, LAFAYETTE CA 945495520","Issued",
"03/01/2021","BIP21-002305","Building/Residential/P/Pool","NEW INGROUND POOL","4812 CABRILLO PT, DISCOVERY BAY CA 945059478","Issued",
"03/01/2021","BIP21-002300","Building/Residential/P/Pool","REMOVE OLD FIBERGLASS SWIMMING POOL & INSTALL NEW SWIMMING POOL & SPA SAME LOCATION.","18 MEADOW PARK CT, ORINDA CA 945633245","Issued",
"03/01/2021","BIP21-002295","Building/Residential/P/Pool","NEW IN GROUND GUNITE POOL AND SPA.","9552 PESCADERO CIR, DISCOVERY BAY CA 945052693","Finaled",
"03/01/2021","BIP21-002285","Building/Residential/P/Pool","POOL REMODEL: STRIP, COPING, TILE, SPLIT MAIN DRAIN AND RESURFACE. NEW BBQ 3 FT AND FIRE PIT, GAS LINE.","268 RHEEM BLVD, MORAGA CA 945561539","Finaled",
"02/26/2021","BIP21-002216","Building/Residential/P/Pool","POOL REMODEL AND POOL DECK. SQUARE UP POOL EDGES TO INSTALL NEW POOL COVER. ALL NEW POOL EQUIPMENT IN SAME LOCATION.","916 MOUNTAIN VIEW DR, LAFAYETTE CA 945493707","Issued",
"02/25/2021","BIP21-002149","Building/Residential/P/Pool","NEW POOL PLASTER, TILE, COPING AND PAVER DECK.","40 DEER CREEK LN, DANVILLE CA 945066054","Issued",
"02/24/2021","BIP21-002095","Building/Residential/P/Pool","NEW POOL AND SPA","1925 GLENHAVEN AVE S, WALNUT CREEK CA 945952623","Issued",
"02/24/2021","BIP21-002088","Building/Residential/P/Pool","NEW POOL AND SPA","1925 GLENHAVEN AVE S, WALNUT CREEK CA 945952623","Withdrawn",
"02/24/2021","BIP21-002071","Building/Residential/P/Pool","REMODEL EXISTING POOL, ADD NEW SPA, NEW STEPS & SHELF, SPLIT MAIN DRAINS, NEW EQUIPMENT. PLUMBING AND ELECTRICAL WITH STUBS TO FUTURE ACCESSORIES. (ACCESSORIES NOT INCLUDED IN THIS PERMIT).","3460 BLACK HAWK RD, LAFAYETTE CA 945492348","Issued",
"02/24/2021","BIP21-002070","Building/Residential/P/Pool","NEW POOL AND SPA 16'X32'","3190 DIABLO VIEW RD, LAFAYETTE CA 945492244","Issued",
"02/23/2021","BIP21-002047","Building/Residential/P/Pool","Swimming pool and spa renovation - Split main drain, install tile and coping, install anti entrapment, plaster application","20 MORNINGSIDE PL, ALAMO CA 945072657","Issued",
"02/23/2021","BIP21-002035","Building/Residential/P/Pool","RESURFACE EXISTING POOL, REPLACE FLOOR DRAINS WITH CHANNELS.","4050 SUGAR MAPLE DR, DANVILLE CA 945064642","Finaled",
"02/23/2021","BIP21-002029","Building/Residential/P/Pool","POOL: DRAIN POOL, TILE, COPING, REPLUMB POOL, SPLIT MAIN DRAIN, LIGHTS, REPLASTER.","15 TRACY CT, ALAMO CA 945071724","Issued",
"02/19/2021","BIP21-001918","Building/Residential/P/Pool","NEW POOL WITH DIVE BOARD AND AUTO POOL COVER.  FUTURE GAS AND ELECTRICAL OUTLES AND PLUMBING.","102 MT EVEREST CT, CLAYTON CA 945171606","Issued",
"02/17/2021","BIP21-001816","Building/Residential/P/Pool","NEW POOL AND SPA","600 COLMAR CT, DANVILLE CA 945061938","Issued",
"02/16/2021","BIP21-001764","Building/Residential/P/Pool","Building a gunite pool and spa combo.","412 LAKEHEAD CT, DISCOVERY BAY CA 945051754","Issued",
"02/16/2021","BIP21-001762","Building/Residential/P/Pool","NEW POOL, SPA & EQUIPMENT & DECK REFERENCE RETAINING WALL BIMIR21-001766","14 JEWEL CT, ORINDA CA 945633904","Issued",
"02/16/2021","BIP21-001759","Building/Residential/P/Pool","Building Gunite Pool &Spa with Gas, Electrical stub and gas line run for future bbq.and gas stub for future fire pit.  If future BBQ or Fire pit are greater than 36' high they will need separate  permits.","6061 SENECA CIR, DISCOVERY BAY CA 945052631","Issued",
"02/16/2021","BIP21-001750","Building/Residential/P/Pool","NEW INGROUND GUNITE SWIMMING POOL WITH EQUIPMENT.","300 LIVORNA HEIGHTS RD, ALAMO CA 945071327","Issued",
"02/16/2021","BIP21-001746","Building/Residential/P/Pool","Build out a gunite Pool&Spa with BBQ gas line with electrical also include a gas line to a future fire pit.","7252 KEYESPORT WAY, DISCOVERY BAY CA 945051757","Issued",
"02/16/2021","BIP21-001736","Building/Residential/P/Pool","Installation of Gunite 30"" Raised Pool 28' x 16' W/Pool Cover and Pool Equipment","2090 SHELL RIDGE TRL, WALNUT CREEK CA 945984686","Issued",
"02/16/2021","BIP21-001730","Building/Residential/P/Pool","Construction of inground gunite swimming pool and spa.Pool: 200 sq. ft. - Area 80 ft. - perimeter 3'-6"" to 6'-0""","7361 BAY HARBOR WAY, DISCOVERY BAY CA 945052688","Issued",
"02/11/2021","BIP21-001610","Building/Residential/P/Pool","NEW INGROUND FIBERGLASS SWIMMING POOL, HEATED","66 CREST AVE, ALAMO CA 945072648","Issued",
"02/09/2021","BIP21-001518","Building/Residential/P/Pool","NEW INGROUND POOL","3598 WALNUT ST, LAFAYETTE CA 945494219","Withdrawn",
"02/09/2021","BIP21-001512","Building/Residential/P/Pool","NEW POOL AND SPA","2424 CABALLO RANCHERO DR, DIABLO CA 94528","Issued",
"02/08/2021","BIP21-001477","Building/Residential/P/Pool","NEW IN GROUND POOL AND SPA WITH NEW POOL EQUIPMENT","5400 BEAVER LN, DISCOVERY BAY CA 945059404","Issued",
"02/08/2021","BIP21-001455","Building/Residential/P/Pool","NEW POOL & SPA","1355 RELIEZ VALLEY RD, LAFAYETTE CA 945492643","Issued",
"02/08/2021","BIP21-001436","Building/Residential/P/Pool","INSTALL NEW POOL/SPA.(SAME PLANS AS BIMIR21-001438, BIGL21-001437).","1029 WILLOW DR, LAFAYETTE CA 945494633","Issued",
"02/08/2021","BIP21-001431","Building/Residential/P/Pool","POOL: DRAIN, TILE, COPING, ACAPULCO SHELF, PLUMB POOL, SPLIT MAIN DRAINS AND REPLASTER. INSTALL NEW SPA, GAS METER, EQUIPMENT AND NEW 1,000 SQ FT OF CONCRETE DECKING GS/JC.","26 VAN RIPPER LN, ORINDA CA 945631130","Issued",
"02/03/2021","BIP21-001315","Building/Residential/P/Pool","NEW POOLAND SPA, EXCAVATION, GAS AND ELECTRIC LINES, STRUCTURAL STEEL, PIPING, GUNITE AND FINISH TILE, ROCK WORK.","2376 WAYFARER DR, DISCOVERY BAY CA 945059226","Finaled",
"02/03/2021","BIP21-001313","Building/Residential/P/Pool","NEW IN GROUND POOL AND SPA WITH GAS LINE TO FIRE FEATURE","40 OLIVIA LN, CONCORD CA 94521","Finaled",
"02/03/2021","BIP21-001310","Building/Residential/P/Pool","NEW POOL WITH NEGATIVE EDGE AND SEPARATE GUNITE SPA. GAS STUB TO FUTRE FIRE PIT (TO BE BUILT BY OTHER)","271 LIVORNA HEIGHTS RD, ALAMO CA 945071324","Issued",
"02/03/2021","BIP21-001296","Building/Residential/P/Pool","NEW INGROUND POOL & SPA, FIREPIT","1220 LIVORNA RD, ALAMO CA 945071220","Issued",
"02/01/2021","BIP21-001220","Building/Residential/P/Pool","POOL REMODEL: ADD NEW SPA INSIDE OF POOL, ADDING STEPS ON EACH END OF THE POOL, NEW PLUMBING, ELECTRIC, GAS LINE TO FUTURE FIRE PIT AND BBQ. SEPARATE GAS LINE TO HEATER AT PAD. EQUIPMENT, TILE AND COPING AND RESURFACE.","3328 LAS HUERTAS RD, LAFAYETTE CA 945495109","Issued",
"02/01/2021","BIP21-001196","Building/Residential/P/Pool","NEW POOL AND SPA","5124 LAUREL DR, CONCORD CA 945211536","Issued",
"02/01/2021","BIP21-001168","Building/Residential/P/Pool","NEW POOL AND SPA WITH EQUIPMENT AND AUTOMATIC POOL COVER.","400 VENDEEN CT, DANVILLE CA 945065051","Issued",
"02/01/2021","BIP21-001161","Building/Residential/P/Pool","NEW POOL.","3598 WALNUT ST, LAFAYETTE CA 945494219","Finaled",
"02/01/2021","BIP21-001160","Building/Residential/P/Pool","NEW IN-GROUND POOL, SPA, CONCRETE DECKING & GAS FIRE PIT AND WALL SEATING.","1517 EL SOMBRO CT, LAFAYETTE CA 945492339","Issued",
"01/29/2021","BIP21-001143","Building/Residential/P/Pool","NEW IN GROUND POOL AND SPA.","121 SAMANTHA CT, ALAMO CA 945071329","Issued",
"01/27/2021","BIP21-001050","Building/Residential/P/Pool","NEW POOL AND SPA.  5/24/21 REVISION: VARIANCE FOR PLANNING APPROVAL/BUILDING. GS","1671 LAS TRAMPAS RD, ALAMO CA 945071825","Issued",
"01/27/2021","BIP21-001033","Building/Residential/P/Pool","NEW POOL ONLY","1105 DANVILLE BLVD, ALAMO CA 945072169","Issued",
"01/26/2021","BIP21-000980","Building/Residential/P/Pool","NEW 492 SQFT POOL AND RAISED SPA; INGROUND GUNITE.","2644 CRESCENT WAY, DISCOVERY BAY CA 945051864","Issued",
"01/26/2021","BIP21-000946","Building/Residential/P/Pool","New 30'x15' pool and spa**3/31/21 REVISION TO ADD (N) GAS LINE FOR FUTURE FIREPIT LESS THAN 3 FT HEIGHT TO SCOPE OF WORK**","3745 MEADOW LN, LAFAYETTE CA 945493035","Finaled",
"01/26/2021","BIP21-000942","Building/Residential/P/Pool","POOL/ SPA REMODEL:  DEMO, REPLACE WATERLINE, TILE, SPLIT MAIN DRAINS, POOL LIGHT. PLASTER, NEW ALARM.","1131 DOUGLAS CT, ALAMO CA 945071258","Finaled",
"01/21/2021","BIP21-000761","Building/Residential/P/Pool","EXCAVATING FOR NEW POOL AND SPA, ADDING A GAS STUB FOR A FIRE PIT, ELECTRICAL, WATER FOR BBQ","9363 SHEARWATER CIR, DISCOVERY BAY CA 94505","Issued",
"01/20/2021","BIP21-000729","Building/Residential/P/Pool","NEW POOL","1555 VIA ROMERO, ALAMO CA 945071527","Issued",
"01/20/2021","BIP21-000723","Building/Residential/P/Pool","NEW IN GROUND GUNITE POOL/ NO SPA  OR GAS HEATER.","9515 PESCADERO CIR, DISCOVERY BAY CA 945052693","Finaled",
"01/20/2021","BIP21-000697","Building/Residential/P/Pool","IN GROUND SWIMMING POOL WITH AUTO COVER.** NO GAS HEATER PER PLANS **","2331 REDWOOD RD, HERCULES CA 945471142","Issued",
"01/20/2021","BIP21-000693","Building/Residential/P/Pool","NEW POOL & SPA","2064 CELESTE AVE, WALNUT CREEK CA 945965903","Issued",
"01/19/2021","BIP21-000680","Building/Residential/P/Pool","Install new pool. Leisure Harmony 26.**4/28/21 REVISION TO CHANGE TO POOL TYPE REFLECTION**","9371 SHEARWATER CIR, DISCOVERY BAY CA 94505","Issued",
"01/19/2021","BIP21-000654","Building/Residential/P/Pool","NEW POOL WITH HEATER AND AUTO COVER","1200 CAMBRIDGE DR, LAFAYETTE CA 945492902","Issued",
"01/19/2021","BIP21-000647","Building/Residential/P/Pool","CONSTRUCTION OF AN IN-GROUND GUNITE SWIMMING POOL. INCLUDING MECHANICAL INSTALLATION. 1/19/21 PER MICHELE PERRY NTC3/31/21 REVISION FOR POOL LOCATION CAME DIRECTLY TO KEITH D FROM LISA SIEVER .","299 HIGHWAY AVE, BAY POINT CA 945651721","Finaled",
"01/19/2021","BIP21-000630","Building/Residential/P/Pool","INSTALL NEW 15'x30' POOL, WITH ONE SHEAR DECENT RAISED BOND BEAM WALL 5'X12' HEIGHT, POOL COVER BOX","227 GRISSOM ST, HERCULES CA 945471048","Finaled",
"01/15/2021","BIP21-000569","Building/Residential/P/Pool","REMODEL/REPAIR PER PHONE CALL TO MARSHALL/OWNER: ADDING BAJA SHELF IN EXISTING POOL/SPA. NEW TILE, COPING AND REPLACING SMALL AREA'S OF POOL, REPLACE OLD POOL & WITH NEW SPA HEATER IN SAME LOCATION. GS/BB","1360 MILTON AVE, WALNUT CREEK CA 945965931","Finaled",
"01/15/2021","BIP21-000560","Building/Residential/P/Pool","NEW IN-GROUND GUNITE POOL","691 MERRITT CT, DISCOVERY BAY CA 945052664","Finaled",
"01/13/2021","BIP21-000474","Building/Residential/P/Pool","New 564sf in-ground pool & spa with associated equipment.","9245 SHEARWATER CIR, DISCOVERY BAY CA 94505","Issued",
"01/13/2021","BIP21-000472","Building/Residential/P/Pool","New in ground pool","9515 PESCADERO CIR, DISCOVERY BAY CA 945052693","Withdrawn",
"01/13/2021","BIP21-000468","Building/Residential/P/Pool","NEW GUNITE POOL, SPA WITH AUTOMATIC POOL COVER","145 S JACKSON WAY, ALAMO CA 945071506","Issued",
"01/13/2021","BIP21-000440","Building/Residential/P/Pool","INSTALL NEW 15'x 16' POOL, WITH ONE SHEAR DECENT RAISED BOND BEAM WALL 5'Wx12' H + ELEC","227 GRISSOM ST, HERCULES CA 945471048","Void",
"01/13/2021","BIP21-000428","Building/Residential/P/Pool","NEW POOL AND SPA, NEW 1"" GAS LINE & 20AMP ELECTRIC SERVICE FOR FUTURE BBQ ISLAND. ON SAME PLANS AS BIMIR21-000446 & BIMIR21-000447 (2 NEW PATIO COVERS)","165 ARBOR VIEW LN, LAFAYETTE CA 945494600","Issued",
"01/12/2021","BIP21-000420","Building/Residential/P/Pool","NEW POOL AND SPA","61 MT MCKINLEY CT, CLAYTON CA 945171507","Issued",
"01/12/2021","BIP21-000383","Building/Residential/P/Pool","Install new Latham Cancun Deluxe swimming pool","202 SANDCHERRY CT, SAN RAMON CA 945825394","Issued",
"01/12/2021","BIP21-000375","Building/Residential/P/Pool","Install new pool. Latham Laguna deluxe swimming pool. Heated.","3402 SILVER MAPLE DR, DANVILLE CA 945064637","Issued",
"01/11/2021","BIP21-000347","Building/Residential/P/Pool","POOL REMODEL ADDING SPA.  NEW ELECTICAL AND GAS LINES FOR POOL, BBQ ISLAND AND FIRE PIT.  NO PATIO COVER AND NO SINK.  SAME PLANS AS PERMIT #BIMIR21-000345 FOR RETAINING WALL.","1122 HIDALGO CT, LAFAYETTE CA 945493112","Finaled",
"01/07/2021","BIP21-000228","Building/Residential/P/Pool","NEW SWIMMING POOL AND SPA","1130 GLEN RD, LAFAYETTE CA 945493012","Issued",
"01/06/2021","BIP21-000175","Building/Residential/P/Pool","*new multi speed pump, new control panel, new spa plumbing, new skimmer, new plaster & tile - Swimmingpool remodel,*18"" off the ground- fiberglass water slide.*40' of 1"" gas line for the fire pit.*18"" high round fire pit.**REFERENCE BIMIR21-000177 (Both permits using same plans)**","162 SADDLE OAKS CT, WALNUT CREEK CA 945966166","Finaled",
"01/05/2021","BIP21-000117","Building/Residential/P/Pool","pool remodel with change to pool shape for safety cover system with spa","3746 MEADOW LN, LAFAYETTE CA 945493036","Issued",
"01/05/2021","BIP21-000101","Building/Residential/P/Pool","RESURFACE OF EXISTING POOL.","243 SCOFIELD DR, MORAGA CA 945561544","Finaled",
"12/31/2020","BIP20-012954","Building/Residential/P/Pool","NEW POOL & AUTO COVER","760 NORTH GATE RD, WALNUT CREEK CA 945987623","Issued",
"12/30/2020","BIP20-012926","Building/Residential/P/Pool","NEW POOL AND SPA. REVISED STRUCTURAL DWGS SENT TO LAUREN VIA EMAIL & IN ACCELA DOC 3/11/21-Bushra Toma","14 BALTANA PL, DANVILLE CA 945064824","Issued",
"12/29/2020","BIP20-012915","Building/Residential/P/Pool","New Pool with Spa","62 CREST AVE, ALAMO CA 945072648","Issued",
"12/29/2020","BIP20-012903","Building/Residential/P/Pool","NEW GUNITE POOL WITH SPA, RAISED DECK 3' RETAINING WALLS","5255 ALHAMBRA VALLEY RD, MARTINEZ CA 945539765","Finaled",
"12/29/2020","BIP20-012894","Building/Residential/P/Pool","Installation of new Gunite swimming pool & spa","20 CASTLE CREST RD, ALAMO CA 945072668","Issued",
"12/29/2020","BIP20-012875","Building/Residential/P/Pool","NEW POOL & SPA","125 VIA SERENA, ALAMO CA 945071841","Issued",
"12/29/2020","BIP20-012872","Building/Residential/P/Pool","DRAIN POOL AND SPA, TILE, COPING, SPLIT MAIN DRAIN, LIGHTS, REPLASTER, SAME WORK WITH SPA, EQUIPMENT.","311 AMELIA LN, DANVILLE CA 945064721","Finaled",
"12/28/2020","BIP20-012868","Building/Residential/P/Pool","NEW POOL & SPA WITH CONCRETE DECK","3 COUNTRY OAK LN, ALAMO CA 945072854","Issued",
"12/24/2020","BIP20-012823","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL AND SPA POOL: 488 SQ FT/SPA: 38 SQ FT","8039 WESTPORT CIR, DISCOVERY BAY CA 945052679","Finaled",
"12/24/2020","BIP20-012822","Building/Residential/P/Pool","NEW INGROUND POOL, GUNITE POOL AND SPA POOL: 491 SQ FT/SPA 38 SQ FT","8055 WESTPORT CIR, DISCOVERY BAY CA 945052679","Finaled",
"12/22/2020","BIP20-012769","Building/Residential/P/Pool","REMODEL OF SWIMMING POOL AND SPA, NEW TILE, PLASTER AND POOL EQUIPMENT.","1185 MONTICELLO RD, LAFAYETTE CA 945493023","Issued",
