"Date","Record Number","Record Type","Address","Description","Permit Name","Status","Short Notes",
"09/12/2018","BB-201807050","Residential Pool","70 OLD RIDGEWOOD PL NW, ATLANTA GA 30327","REPLASTER EXISTING POOL ONLY","70 OLD RDGWD PL POOL REPAIR","Issued",,
"09/11/2018","BB-201807061","Residential Pool","4424 POWERS FERRY RD NW, ATLANTA GA 30327","ERECT SWIMMING POOL AND FENCE","POOL","Complete",,
"09/11/2018","BB-201807047","Residential Pool","1800 GARRAUX RD NW, ATLANTA GA 30327","ERECT SWIMMING POOL AND FENCE","POOL","Issued",,
"09/10/2018","BB-201807009","Residential Pool","4380 PARAN SUMMIT CT NW, ATLANTA GA 30327","ERECT SWIMMING POOL,PAVER DECK/NO SPA","MCGEENEY' S POOL","Issued",,
"09/05/2018","BB-201807203","Residential Pool","331 COCHRAN DR NW, ATLANTA GA 30327","ERECT SWIMMING POOL","MITCHLER POOL","Issued",,
"08/30/2018","BB-201806759","Residential Pool","3668 TUXEDO RD NW, ATLANTA GA 30305","INSTALLATION OF POOL AND FENCE","HOWARD - POOL","Complete",,
"08/15/2018","BB-201806386","Residential Pool","4241 EAST BROOKHAVEN DR NE, ATLANTA GA 30319","ERECT NEW GUNITE SWIMMING POOL","NEW SWIMMING POOL","Issued",,
"08/13/2018","BB-201806267","Residential Pool","36 26TH ST NW, ATLANTA GA 30309","NEW POOL AND HOT TUB ADDITION,NO DECKING, USING EXISTING STAIRS FROM BACK DECK","COLLINS POOL","Complete",,
"08/09/2018","BB-201806168","Residential Pool","3620 CLOUDLAND DR NW, ATLANTA GA 30327","POOL,GRILL STATION,FENCE","CHUNG POOL","Issued",,
"08/08/2018","BB-201806140","Residential Pool","1930 NORTHSIDE DR NW, ATLANTA GA 30318","Construction of new swimming pool.","Swimming Pool","Issued",,
"08/07/2018","BB-201807099","Residential Pool","283 9TH ST NE, ATLANTA GA 30309","INSTALL A POOL AND SPA","EPPERSON POOL","Issued",,
"08/07/2018","BB-201806122","Residential Pool","705 EAST PACES FERRY RD NE, ATLANTA GA 30305","CONSTRUCT SWIMMING POOL AND FENCE","POOL","Complete",,
"08/06/2018","BB-201806096","Residential Pool","3345 WOOD VALLEY RD NW, ATLANTA GA 30327","Pool, Fence, Spa","Pool/Fence/Spa","Complete",,
"08/06/2018","BB-201806094","Residential Pool","40 PARK LN NE, ATLANTA GA 30309","Pool, Fence, Wall","Pool/Fence/Wall","Issued",,
"07/31/2018","BB-201805917","Residential Pool","361 COCHRAN DR, ATLANTA GA 00000","INSTALL POOL AND DECK","MARC RESIDENCE POOL AND DECK","Complete",,
"07/25/2018","BB-201805709","Residential Pool","2648 KNOX ST NE, ATLANTA GA 30317","BUILD INGROUND SWIMMING POOL WITH REVERSE BOND BEAM,2 COLUMNS WITH SHEERS,PAVER DECKING","PARR'S INGROUND SWIMMING POOL","Complete",,
"07/23/2018","BB-201805661","Residential Pool","1322 LANIER BLVD NE, ATLANTA GA 30306","INGROUND POOL WITH POOL PATIO","JACK BUILT HOMES PROJECT        POOL","Complete",,
"07/20/2018","BB-201805607","Residential Pool","1165 MT PARAN RD NW, ATLANTA GA 30327","NEW GUNITE POOL, A PAVER DECK, AND STAIRS WITHIN AND OUTSIDE OF POOL AREA.","SAGER - NEW POOL","Issued",,
"07/19/2018","BB-201805539","Residential Pool","4073 LYON BLVD SW, ATLANTA GA 30331","Install 18 x 36ft  Pool","4073 LYON BLVD - POOL INSTALLATION","Issued",,
"07/19/2018","BB-201805523","Residential Pool","1179 UNIVERSITY DR NE, ATLANTA GA 30306","Construct new pool with spa","FRASER - POOL/SPA","Complete",,
"07/10/2018","BB-201805260","Residential Pool","845 LORIDANS DR NE, ATLANTA GA 30342","ERECT POOL,FENCE,AND FIRE  PIT","CORBETT -POOL","Complete",,
"07/10/2018","BB-201805259","Residential Pool","4534 EAST CONWAY DR NW, ATLANTA GA 30327","POOL,SPA,POOL DECK,GRILL,WALL,FENCE","PANOS POOL","Complete",,
"07/02/2018","BB-201805061","Residential Pool","2116 ARLINGTON AVE NE, ATLANTA GA 30324","POOL/SPA/PATIO IN THE REAR OF THE HOME","HARTFORD  - POOL/SPA/PATIO","Complete",,
"06/28/2018","BB-201804981","Residential Pool","3811 WIEUCA TER NE, ATLANTA GA 30342","SWIMMING POOL, STONE PATIO AND WALK , FIRE PIT, 6' HIGH WOOD FENCE","ARENA - POOL","Issued",,
"06/26/2018","BB-201804931","Residential Pool","3870 POWERS FERRY RD NW, ATLANTA GA 30342","NEW POOL  & DECK","MURPHY - New Pool","Issued",,
"06/25/2018","BB-201804918","Residential Pool","3540 WOODHAVEN RD NW, ATLANTA GA 30305","CONSTRUCT OUTDOOR IN-GROUND  SWIMMING POOL AND SPA","MORGAN - POOL AND SPA","Issued",,
"06/21/2018","BB-201804812","Residential Pool","210 PEACHTREE CIR NE, ATLANTA GA 30309","GARDEN RENOVATION,EXTEND DRIVEWAY,POOL,PATIO.RETAINING WALL,PATHWAYS","HODGE & HAUSENSTEIN - POOL","Complete",,
"06/19/2018","BB-201804733","Residential Pool","15 AUSTELL WAY NW, ATLANTA GA 30305","Install swimming pool and retaining wall and misc site work.","NEW SWIMMING POOL","Issued",,
"06/15/2018","BB-201804597","Residential Pool","3121 MARNE DR NW, ATLANTA GA 30305","CONSTRUCT NEW POOL AND HOT TUB","POOL AND HOT TUB","Issued",,
"06/13/2018","BB-201804496","Residential Pool","161 BLACKLAND RD NW, ATLANTA GA","ADDITION OF 3 DETACHED ACCESSORY STRUCTURES,NEW SWIMMING POOL AND DECK,RETAINING WALLS,TERRACES,STEPS","FARINHOLT - ADDITION/POOL/DECK/RETAINING WALL","CO Issued",,
"06/13/2018","BB-201804459","Residential Pool","1475 LANIER PL NE, ATLANTA GA 30306","ERECT  SWIMMING POOL AND FENCE","VIAMONTE - POOL","Complete",,
"06/07/2018","BB-201804289","Residential Pool","817 BROOKHAVEN SPRINGS CT NE, ATLANTA GA 30342","NEW Swimming Pool","ABT NEW Swimming Pool","Complete",,
"05/29/2018","BB-201803973","Residential Pool","372 KING RD NW, ATLANTA GA 30342","Pool, pool decking and fence.","BELNICK - POOL","Closed",,
"05/25/2018","BB-201803949","Residential Pool","3580 CASTLEGATE DR NW, ATLANTA GA 30327","ERECT SWIMMING POOL AND FENCE","3580 CASTLEGATE PARTNERS LLC -POOL","Issued",,
"05/25/2018","BB-201803945","Residential Pool","75 MOBILE AVE NE, ATLANTA GA 30305","INSTALLATION OF IN-GROUND CONCRETE POOL AND SPA.","SHEARER, BRENT - POOL","Complete",,
"05/25/2018","BB-201803944","Residential Pool","827 BROOKHAVEN SPRINGS CT NE, ATLANTA GA 30342","POOL, SPA","BOYD, STEPHEN - POOL","Issued",,
"05/23/2018","BB-201803876","Residential Pool","1050 EAST ROCK SPRINGS RD NE, ATLANTA GA 30306","In ground swimming pool, wood deck, and fence  (AKA 1050 E ROCK SPRING)","KILEWER- POOL   AKA 1570 BARCLAY","Complete",,
"05/20/2018","BB-201803726","Residential Pool","132 PEACHTREE CIR NE, ATLANTA GA 30309","Install pool and pool deck, erect retaining wall, new driveway (tire strips), erect fence, demo garage.","Easterling Pool/ Site work","Complete",,
"05/16/2018","BB-201803648","Residential Pool","4101 HILLSIDE PL NW, ATLANTA GA 30342","KAPLAN IN GROUND RESIDENCE POOL","KAPLAN RESIDENCE POOL","Complete",,
"05/16/2018","BB-201803615","Residential Pool","1106 WEST WESLEY RD NW, ATLANTA GA 30327","SFR POOL AND A POOL HOUSE,ONCONCRETE FOUNDATION IN BACKYARD","KEVIN RESIDENCE POOL AND POOL HOUSE","Ready to Issue",,
"05/09/2018","BB-201803425","Residential Pool","470 SINCLAIR AVE NE, ATLANTA GA 30307","INSTALL SWIMMING POOL AND PATIO IN THE REAR YARD","VAN PUFFELEN POOL","Issued",,
"05/09/2018","BB-201803423","Residential Pool","874 PENN AVE NE, ATLANTA GA 30309","NEW  SF POOL","STEVE'S NEW POOL","Issued",,
"05/08/2018","BB-201803407","Residential Pool","1015 CANTER RD NE, ATLANTA GA 30324","NSF  SWIMMING POOL","JOHN 'S POOL","Complete",,
"05/08/2018","BB-201803405","Residential Pool","283 HILLSIDE DR NW, ATLANTA GA 30342","CRESTER HOME""S SWIMMING POOL AND FENCE","POOL, SPA ANDFENCE","Issued",,
"05/07/2018","BB-201803335","Residential Pool","3500 RIDGEWOOD RD NW, ATLANTA GA 30327","NEW IN-GROUND SWIMMING POOL,POOL TERRACE(DECK/PATIO)","HOLIFIELD POOL","Complete",,
"05/03/2018","BB-201803256","Residential Pool","1495 NISKEY LAKE RD SW, ATLANTA GA 0","Construct new swimming pool","New Pool","Issued",,
"05/01/2018","BB-201806695","Residential Pool","2454 BENJAMIN E MAYS DR SW, ATLANTA GA 30311","ERECT NEW FIBERGLASS POOL ADDITION AND CONCRETE DECK TO EXISTING SINGLE FAMILY RESIDENCE","POOL","Complete",,
"04/26/2018","BB-201803080","Residential Pool","2841 NORTH HILLS DR NE, ATLANTA GA 30305","Install fiberglass swimming pool","NEW SWIMMING POOL","Terminated",,
"04/26/2018","BB-201803062","Residential Pool","1900 WEST PACES FERRY RD NW, ATLANTA GA 30327","BUILD NEW POOL,STEPS, AND PAVING, ERECT SEPTIC SYSTEM6-6-19 ***ONE TIME PERMIT EXTENSION WORK MUST BEGIN WITHIN 30 DAY OF NEW ISSUANCE DATEAPPROVED BY ANGELA EPPS***","RAGLAND RESIDENCE    POOL","Issued",,
"04/24/2018","BB-201802934","Residential Pool","934 BERKSHIRE RD NE, ATLANTA GA 30324","Construction of new concrete swimming pool, spa, and pool deck","DIMITROV Pool","Issued",,
"04/24/2018","BB-201802933","Residential Pool","184 PEACHTREE BATTLE AVE NW, ATLANTA GA 30305","Construction of new concrete swimming pool and spa","GORIN Pool","Issued",,
"04/19/2018","BB-201802807","Residential Pool","4060 GLEN DEVON DR NW, ATLANTA GA 30327","BUILD A IN-GROUND SWIMMING POOL WITH INSIDE SPA","GLOVER POOL","Complete",,
"04/18/2018","BB-201802795","Residential Pool","738 CONWAY GLEN DR NW, ATLANTA GA 00000","THIS PROJECT CONSIST OF REMOVING A TENNIS COURT AND CONSTRUCTING A POOL","BROWN PROJECT      POOL","Complete",,
"04/18/2018","BB-201802778","Residential Pool","970 LOS ANGELES AVE NE, ATLANTA GA 30306","Remove existing driveway, garage and artificial turf area. Install new driveway, garage, in-ground pool, security fencing and sod.","New driveway and garage","Issued",,
"04/12/2018","BB-201802606","Residential Pool","988 LANIER BLVD NE, ATLANTA GA 30306","IN-GROUND SWIMMING POOL","GILDEWELL -POOL","Complete",,
"04/11/2018","BB-201802538","Residential Pool","3084 MARGARET MITCHELL DR NW, ATLANTA GA 30327","Construct new in ground swimming pool.","Ashly New Pool","Issued",,
"04/10/2018","BB-201802572","Residential Pool","2565 BOHLER RD NW, ATLANTA GA 30327","ERECT SWIMMING POOL/SPA DECK","BEJARANO -POOL/SPA","Issued",,
"04/10/2018","BB-201802476","Residential Pool","3268 LANDINGS NORTH DR SW, ATLANTA GA 30331","INSTALL IN-GROUND FIBER GLASS POOL,CONCRETE AROUND AND 3FT RETAINING WALL","POWELL POOL","Issued",,
"04/09/2018","BB-201802861","Residential Pool","3211 WEST PACES PARK DR, ATLANTA GA 00000","ERECT IN-GROUND SWIMMING POOL,POOL DECK,PATIO,AND FIREPLACE","SWIMMING POOL","Complete",,
"04/09/2018","BB-201802436","Residential Pool","226 HUNTINGTON RD NE, ATLANTA GA 30309","INSTALL IN GROUND POOL","HALE PROJECT    POOL","Complete",,
"04/06/2018","BB-201802399","Residential Pool","4561 CLUB VALLEY DR NE, ATLANTA GA 30319","ERECT IN-GROUND CONCRETE SWIMMING POOL,SPA,POOL DECK,FENCE HOUSE UNDER PERMITTED CONSTRUCTION","MCCALLA RESIDENCE","Complete",,
"04/04/2018","BB-201802317","Residential Pool","860 NORTHCLIFFE DR NW, ATLANTA GA 30318","ERECT SWIMMING POOL,SPA,POOL DECKING,30"" RETAINING WALLEXPIRED PERMIT EXTENDED. ONE TIME ONLY FOR A FINISH TO COMPLETE. 3-14-19 NADIA C","KELLY- POOL/SPA","Complete",,
"03/27/2018","BB-201802257","Residential Pool","4295 LAKEHAVEN DR NE, ATLANTA GA 30319","New residential swimming pool, fence and pool deck","SCHULER- NEW SWIMMING POOL","Issued",,
"03/20/2018","BB-201801915","Residential Pool","4411 SKYLAND DR NE, ATLANTA GA 30342","INGROUND SWIMMING POOL, 5FT TALL WALL,FENCE","POOL","Complete",,
"03/20/2018","BB-201801913","Residential Pool","946 DELAWARE AVE SE, ATLANTA GA 30316","INSTALL INGROUND SWIMMING POOL,INSTALL MODULAR  BLOCK WALL,GRILL COUNTER,FENCE","POOL","Complete",,
"03/16/2018","BB-201801866","Residential Pool","241 WEST PACES FERRY RD NW, ATLANTA GA 30305","POOL, SPA , CONCRETE  POOL DECKING(previously permitted)","241 WEST PACES FERRY","Issued",,
"03/01/2018","BB-201801415","Single Family/Duplex Pool","2652 FORREST WAY NE, ATLANTA GA 30305","INSTALL NEW IN-GROUND SWIMMING POOL","HOLT/CRISP POOL","Issued",,
"02/21/2018","BB-201801195","Single Family/Duplex Pool","1570 LOCH LOMOND TRL SW, ATLANTA GA 30331","ERECT 18X40 GUNITE POOL AND SPA,CONCRETE PATIO AROUND POOL","WATSON FAMILY - POOL/SPA","Routed for Review",,
"02/21/2018","BB-201801188","Single Family/Duplex Pool","4235 LAKE FORREST DR NE, ATLANTA GA 30342","ERECT NEW SWIMMING POOL WITH CONCRETE DECKING","TABBASSIAN POOL","Complete",,
"02/20/2018","BB-201801080","Single Family/Duplex Pool","655 TIMM VALLEY RD NE, ATLANTA GA 30305","CONSTRUCT IN-GROUND POOL AND SPA INCLUDING POOL PATIO AND RELATED EQUIPMENT","CHLOPEK - POOL/SPA","Terminated",,
"02/20/2018","BB-201801079","Single Family/Duplex Pool","655 TIMM VALLEY RD NE, ATLANTA GA 30305","CONSTRUCT IN-GROUND POOL AND SPA INCLUDING POOL PATIO AND RELATED EQUIPMENT","CHLOPEK - POOL/SPA","Terminated",,
"02/20/2018","BB-201801078","Single Family/Duplex Pool","655 TIMM VALLEY RD NE, ATLANTA GA 30305","CONSTRUCT IN-GROUND POOL AND SPA INCLUDING POOL PATIO AND RELATED EQUIPMENT","CHLOPEK POOL","Complete",,
"02/19/2018","BB-201802581","Residential Pool","1320 MIDDLESEX AVE NE, ATLANTA GA 30306","Construct new pool","MIDDLESEX - POOL","Issued",,
"02/15/2018","BB-201800995","Single Family/Duplex Pool","4600 MILLBROOK DR NW, ATLANTA GA 30327","INSTALL POOL AND FENCE,ERECT POOL DECKING","GOOSSENS -POOL/FENCE","Issued",,
"02/13/2018","BB-201800932","Single Family/Duplex Pool","2730 PEYTON SPRING CIR NW, ATLANTA GA 30311","ERECT SWIMMING POOL AND PERMEABLE PAVERS","CHILDS FAMILY- POOL","Issued",,
"02/08/2018","BB-201800809","Single Family/Duplex Pool","43 LAKE FORREST LN NE, ATLANTA GA 30342","Install in ground concrete swimming pool with blue-stone decking","Pool","Complete",,
"02/08/2018","BB-201800808","Single Family/Duplex Pool","1116 MOORES MILL RD NW, ATLANTA GA 30327","In ground swimming pool and spa","Pool","Complete",,
"02/08/2018","BB-201800807","Single Family/Duplex Pool","3616 OLD IVY LN NE, ATLANTA GA 30342","pool, spa, fence and wall","Pool/spa","Complete",,
"02/08/2018","BB-201800784","Single Family/Duplex Pool","686 WOODLAND AVE SE, ATLANTA GA 30316","NEW POOL,POOL DECK,EQUIPMENT AND FENCE","DODDS POOL","Complete",,
"02/07/2018","BB-201800781","Single Family/Duplex Pool","968 WILDWOOD RD NE, ATLANTA GA 30306","Install residential pool.  Fence exist.","Cosgrove Pool","Issued",,
"02/02/2018","BB-201802167","Residential Pool","640 LINWOOD AVE NE, ATLANTA GA 30306","INSTALL SWIMMING POOL/SITE WORK","SMITH- POOL","Routed for Review",,
"02/02/2018","BB-201800638","Single Family/Duplex Pool","4036 STATEWOOD RD NE, ATLANTA GA 30342","New pool, walls, concrete paving and permeable pavers.","WEINTRAUB-POOL","Issued",,
"01/31/2018","BB-201800575","Single Family/Duplex Pool","725 EAST MORNINGSIDE DR NE, ATLANTA GA 30324","ERECT IN-GROUND SWIMMING POOL","POOL","Complete",,
"01/31/2018","BB-201800572","Single Family/Duplex Pool","2983 ARGONNE DR NW, ATLANTA GA 30305","Addition of pool, retaining wall and patio to rear of yard","Pool","Issued",,
"01/31/2018","BB-201800569","Single Family/Duplex Pool","1265 WEST WESLEY RD NW, ATLANTA GA 30327","POOL,SPA,FIREPIT,24' STONE WALL,FENCE","STANER- POOL/SPA","Issued",,
"01/31/2018","BB-201800566","Single Family/Duplex Pool","943 PEACHTREE BATTLE AVE NW, ATLANTA GA 30327","POOL AND FENCE","WOOD - POOL","Complete",,
"01/30/2018","BB-201800600","Single Family/Duplex Pool","635 BONAVENTURE AVE NE, ATLANTA GA 30306","CONSTRUCTION A NEW SWIMMING POOL. NEW RETAINING WALL","WALBERT POOL/SPA","Issued",,
"01/30/2018","BB-201800549","Single Family/Duplex Pool","440 COCHRAN DR NW, ATLANTA GA 30327","NEW CONSTRUCTION OF A SINGLE FAMILY RESIDENTIAL SWIMMING POOL AND SPA","PAHOUNTIS- POOL/SPA","Complete",,
"01/30/2018","BB-201800545","Single Family/Duplex Pool","1064 MCLYNN AVE NE, ATLANTA GA 30306","Construction of residential pool","VINELLI-POOL","Complete",,
"01/30/2018","BB-201800524","Single Family/Duplex Pool","216 HURT ST NE, ATLANTA GA 30307","Install new pool inside existing deck.  Deck permitted - BB-201705473.","Tomkins/Satterfield Pool","Complete",,
"01/29/2018","BB-201800511","Single Family/Duplex Pool","473 CAMERON ST SE, ATLANTA GA 30312","NEW POOL","ORMSBY -POOL","Issued",,
"01/26/2018","BB-201800466","Single Family/Duplex Pool","625 COOLEDGE AVE NE, ATLANTA GA 30306","Installation of new swimming pool and fence.","Chalk Pool","Complete",,
"01/24/2018","BB-201800395","Single Family/Duplex Pool","989 WINALL DOWN RD NE, ATLANTA GA 30319","Construction of pool/spa","Pool/Spa","Complete",,
"01/23/2018","BB-201800359","Single Family/Duplex Pool","81 EAST ANDREWS DR NW, ATLANTA GA 30305","Installation of swimming pool","HEWITT- POOL ONLY","Issued",,
"01/22/2018","BB-201800372","Single Family/Duplex Pool","1343 LANIER BLVD NE, ATLANTA GA 30306","ERECT NEW POOL,SPA, AND DECK","SIEGELMAN POOL","Complete",,
"01/22/2018","BB-201800329","Single Family/Duplex Pool","2680 NORTHSIDE DR NW, ATLANTA GA 30305","ERECT POOL,SPA,FENCE,AND PATIO","AURORA RESIDENCE POOL","Complete",,
"01/22/2018","BB-201800328","Single Family/Duplex Pool","94 INMAN CIR NE, ATLANTA GA 30309","ERECT 16X22 POOL WITH SPA","JAMIL RESIDENTIALPOOL","Complete",,
"01/22/2018","BB-201800325","Single Family/Duplex Pool","3203 WEST ANDREWS DR NW, ATLANTA GA 30305","ERECT 17X37 POOL WITH BLOCK WALL","GILBERT POOL","Complete",,
"01/19/2018","BB-201800273","Single Family/Duplex Pool","2370 BOHLER RD NW, ATLANTA GA 30327","ERECT CONCRETE SWIMMING POOL,POOL PAVER DECKING WITH SPA","SAFFOLD-  POOL","Issued",,
"01/05/2018","BB-201800090","Single Family/Duplex Pool","1920 WEST PACES FERRY RD NW, ATLANTA GA 30327","Permit pulled for an expired permit*pool permit...BB-201602243*","MacDonald Pool","Complete",,
"01/03/2018","BB-201800041","Single Family/Duplex Pool","199 ROBIN HOOD RD NE, ATLANTA GA 30309","New private in ground swimming pool, deck, fence, and gate","ARVIN-POOL","Issued",,
"01/03/2018","BB-201800035","Single Family/Duplex Pool","1924 LENOX RD NE, ATLANTA GA 30306","ERECT IN-GROUND SWIMMING POOL BEHIND EXISTING RESIDENCE,POOL DECK, POOL FENCE","LISHNESS - POOL","Issued",,
"12/21/2017","BB-201709166","Single Family/Duplex Pool","1087 CUMBERLAND RD NE, ATLANTA GA 30306","Install pool with decking, retaining walls and fence.","West Pool","Complete",,
"12/14/2017","BB-201708995","Single Family/Duplex Pool","4438 EAST BROOKHAVEN DR NE, ATLANTA GA 30319","REMOVE EXISTING ROCK WALL AND EXISTING PATHWAY,ERECT NEW RETAINING WALL,SPA PATIO AND FENCE.","GEIGER POOL","Issued",,
"12/13/2017","BB-201708993","Single Family/Duplex Pool","3946 STOVALL TER NE, ATLANTA GA 30342","Swimming pool","LEVITT RESIDENCE POOL","Issued",,
"12/13/2017","BB-201708978","Single Family/Duplex Pool","526 KING RD NW, ATLANTA GA 30342","In ground Pool","Pool","Complete",,
"12/12/2017","BB-201708947","Single Family/Duplex Pool","3209 EAST WOOD VALLEY RD NW, ATLANTA GA 30327","ERECT SWIMMING POOL WITH SELF-LATCHING GATE AND LANDSCAPING","HIGHT RESIDENCE POOL","Complete",,
"12/06/2017","BB-201708851","Single Family/Duplex Pool","479 ARGONNE DR NW, ATLANTA GA 30305","ERECT POOL AND SPA","CRESPO POOL","Complete",,
"12/06/2017","BB-201708847","Single Family/Duplex Pool","1000 GILBERT ST SE, ATLANTA GA 30316","INSTALL IN GROUND POOL AND SPA","WILCOX POOL","Complete",,
"12/06/2017","BB-201708821","Single Family/Duplex Pool","3623 DUMBARTON RD NW, ATLANTA GA 30327","POOL/SPA, ERECT OPEN PAVILION, .PAVING,WALLS,STEPS PER SITE PLAN","KIRBY RESIDENCE POOL","Complete",,
"11/22/2017","BB-201708514","Single Family/Duplex Pool","87 PEACHTREE BATTLE AVE NW, ATLANTA GA 30305","CONSTRUCT NEW POOL/SPA, RETAINING WALL REMOVE EXISTING DRIVEWAY PATIO DECK.","SPOLAN- POOL/SPA","Issued",,
"11/20/2017","BB-201708454","Single Family/Duplex Pool","1261 LANIER BLVD NE, ATLANTA GA 30306","INSTALL POOL IN REAR YARD AND MISC SITE WORK","STEWART POOL","Complete",,
"11/20/2017","BB-201708448","Single Family/Duplex Pool","1241 MCPHERSON AVE SE, ATLANTA GA 30316","NEW CONCRETE IN-GROUND SWIMMING POOL AND SMALL RETAINING WALL. DEMO EXISTING DRIVEWAY IN REAR.","lLASSITER- POOL","Complete",,
"11/17/2017","BB-201708404","Single Family/Duplex Pool","1052 CORONADO DR NW, ATLANTA GA 30327","NEW POOL SPA AND DECKING","OTTEN- POOL&SPA","Complete",,
"11/16/2017","BB-201708329","Single Family/Duplex Pool","3758 VERMONT RD NE, ATLANTA GA 30319","ERECT NEW SWIMMING POOL","SHIFLETT POOL","Issued",,
"11/15/2017","BB-201708322","Single Family/Duplex Pool","672 ROSALIA ST SE, ATLANTA GA 30312","TEAR DOWN CARPORT, ADD NEW GARAGE AND POOL...CLOSE IN PORCH MAKING IT A SUNROOM","LEWIS GARAGE/POOL/FENCE","Issued",,
"11/15/2017","BB-201708299","Single Family/Duplex Pool","3915 VERMONT RD NE, ATLANTA GA 30319","ERECT NEW SWIMMING POOL","POOL","Complete",,
"11/13/2017","BB-201708230","Single Family/Duplex Pool","4080 NORTH IVY RD NE, ATLANTA GA 30342","Install swimming pool, spa, grading, retaining wall and Fence.","GHIRARDI RESIDENCE POOL - QCR03543","Complete",,
"11/03/2017","BB-201708061","Single Family/Duplex Pool","1004 CORONADO DR NW, ATLANTA GA 30327","RENOVATE EXISTING POOL, FENCE, NEW SPA, DECKING AND FENCE","POOL RENOVATION","Issued",,
"11/03/2017","BB-201708060","Single Family/Duplex Pool","782 WESLEY DR NW, ATLANTA GA 30305","POOL,SPA, AND POOL DECKING,RETAINING WALL AND FENCE","STEVENS POOL","Issued",,
"11/01/2017","BB-201707975","Single Family/Duplex Pool","929 ADAIR AVE NE, ATLANTA GA 30306","ERECT POOL AND POOL PATIO TO REAR YARD","HOFF POOL","Issued",,
"10/17/2017","BB-201707575","Single Family/Duplex Pool","4505 EAST CONWAY RD NW, ATLANTA GA 30327","INSTALL IN-GROUND POOL WITH SPA","BRYANT- POOL","Complete",,
"10/11/2017","BB-201707460","Single Family/Duplex Pool","4126 CONWAY VALLEY RD NW, ATLANTA GA 30327","ERECT POOL,RETAINING WALL,DRIVEWAY AND STEPS,MISC SITE WORK,POOL FENCE","BREWER RESIDENCE POOL","Issued",,
"10/11/2017","BB-201707454","Single Family/Duplex Pool","1808 FLAGLER AVE NE, ATLANTA GA 30309","IN-GROUND SWIMMING POOL","SAPRA POOL","Issued",,
"10/06/2017","BB-201707350","Single Family/Duplex Pool","742 ANDOVER DR NW, ATLANTA GA 30327","POOL,POOL DECKING,OUTDOOR FIREPLACE, AND FENCE","READ POOL","Complete",,
"10/06/2017","BB-201707349","Single Family/Duplex Pool","1570 MOORES MILL RD NW, ATLANTA GA 30327","POOL,SPA,PAVER POOL DECKING,DRIVEWAY EXTENSION","SOMERSTEIN RESIDENCE/POOL","Complete",,
"10/06/2017","BB-201707348","Single Family/Duplex Pool","3693 IVY RD NE, ATLANTA GA 30342","Installation of in ground pool/spa combo and fence","Install pool and Fence","Complete",,
"10/04/2017","BB-201707293","Single Family/Duplex Pool","978 EULALIA RD NE, ATLANTA GA 30319","INSTSALL POOL AND FENCE","KUMAR POOL","Complete",,
"10/04/2017","BB-201707289","Single Family/Duplex Pool","559 CONWAY FOREST DR NW, ATLANTA GA 30327","IN GROUND SWIMMING POOL,LANDSCAPE, ERECT 6FT FENCE, ACCESSORY STRUCTURE WITH THREE SIDES ENCLOSED PER ZONING.","LINDSEY POOL","Complete",,
"09/19/2017","BB-201706867","Single Family/Duplex Pool","1170 MT PARAN RD NW, ATLANTA GA 30327","Install pool, spa and fence.","Kennedy Pool","Issued",,
"09/19/2017","BB-201706865","Single Family/Duplex Pool","1219 REEDER CIR NE, ATLANTA GA 30306","Pool, spa, and retaining wall of boulders, fence","Lieberman Pool","Complete",,
"09/18/2017","BB-201706863","Single Family/Duplex Pool","1036 SOMERSET DR NW, ATLANTA GA 30327","ERECT SWIMMING POOL","CRESTAR POOL","No CO Required",,
"09/18/2017","BB-201706819","Single Family/Duplex Pool","1000 ANGELO CT NE, ATLANTA GA 30319","POOL.SPA.POOL DECKING,WALL,FIRE PIT","STEIGER POOL","Complete",,
"09/15/2017","BB-201706795","Single Family/Duplex Pool","33 SPENCE AVE NE, ATLANTA GA 30317","ERECT GUNITE POOL AND SPA","LEHRER POOL","Issued",,
"09/14/2017","BB-201706921","Single Family/Duplex Pool","30 WESTMINSTER DR NE, ATLANTA GA 30309","POOL SHELL ONLY","MEDDIN POOL","Complete",,
"09/07/2017","BB-201706932","Single Family/Duplex Pool","4416 EAST BROOKHAVEN DR NE, ATLANTA GA 30319","ERECT NEW SWIMMING POOL AND SPA","POOL","Issued",,
"09/06/2017","BB-201706578","Single Family/Duplex Pool","3514 REMBRANDT RD NW, ATLANTA GA 30327","Install pool, spa, pervious pavers, pool decking, fence, retaining wall and steps.","Bath Pool","Complete",,
"09/01/2017","BB-201706522","Single Family/Duplex Pool","1452 GARMON FERRY RD NW, ATLANTA GA 30327","REPLACE EXISTING POOL PATIO AND COPING IN-KIND,ADD RAISED GUNITE SPA AND WATER FEATURE","KING-BROTHERS SPA","Complete",,
"08/31/2017","BB-201706436","Single Family/Duplex Pool","350 EPPINGTON DR NW, ATLANTA GA 30327","POOL,SPA,POOL DECK,AND GRILL","STAUDE POOL","Complete",,
"08/31/2017","BB-201706434","Single Family/Duplex Pool","3282 LENOX PL NE, ATLANTA GA 30324","POOL, RETAINING WALLS, POOL DECKING AND FENCE","KEMP POOL","Complete",,
"08/29/2017","BB-201706705","Single Family/Duplex Pool","125 LAKEVIEW AVE NE, ATLANTA GA 30305","POOL SHELL ONLY","POOL","Complete",,
